# Swiss Law Collection — all cantonal acts: instrument type × canton × enactment year × legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
instrument_type,canton,year,domain,count
anderes,SZ,1983,educ,1
anderes,SZ,1983,infra,1
anderes,TG,1983,etat,1
anderes,VD,1983,autres,2
anderes,VD,1983,etat,1
anderes,VD,1983,infra,1
anderes,VS,1983,infra,1
anderes,ZH,1983,educ,1
anderes,AR,1984,educ,1
anderes,AR,1984,sante,1
anderes,BE,1984,sante,1
anderes,BL,1984,etat,2
anderes,BS,1984,etat,1
anderes,BS,1984,sante,2
anderes,FR,1984,educ,1
anderes,FR,1984,etat,1
anderes,GL,1984,educ,1
anderes,GL,1984,infra,1
anderes,JU,1984,autres,1
anderes,LU,1984,sante,1
anderes,NE,1984,autres,2
anderes,NE,1984,educ,19
anderes,NE,1984,etat,3
anderes,NE,1984,sante,1
anderes,OW,1984,autres,1
anderes,SG,1984,educ,1
anderes,SG,1984,infra,1
anderes,SG,1984,sante,1
anderes,SH,1984,educ,1
anderes,SO,1984,eco,1
anderes,SO,1984,educ,7
anderes,SO,1984,fin,1
anderes,SO,1984,infra,1
anderes,SZ,1984,educ,1
anderes,TI,1984,etat,1
anderes,VD,1984,autres,1
anderes,VD,1984,infra,1
anderes,VS,1984,etat,1
anderes,VS,1984,infra,1
anderes,VS,1984,sante,1
anderes,ZG,1984,autres,3
anderes,ZH,1984,educ,2
anderes,ZH,1984,etat,2
anderes,ZH,1984,sante,1
anderes,AG,1985,autres,1
anderes,BE,1985,infra,1
anderes,BS,1985,sante,3
anderes,FR,1985,educ,1
anderes,FR,1985,etat,1
anderes,FR,1985,infra,2
anderes,FR,1985,sante,3
anderes,GL,1985,eco,1
anderes,GL,1985,fin,1
anderes,JU,1985,educ,1
anderes,NE,1985,autres,1
anderes,NE,1985,infra,1
anderes,NE,1985,sante,1
anderes,NW,1985,autres,1
anderes,NW,1985,fin,1
anderes,SH,1985,sante,1
anderes,SO,1985,educ,2
anderes,SO,1985,etat,1
anderes,SO,1985,sante,1
anderes,UR,1985,educ,1
anderes,VD,1985,etat,1
anderes,VS,1985,educ,1
anderes,VS,1985,infra,1
anderes,ZG,1985,etat,1
anderes,AR,1986,autres,1
anderes,BE,1986,educ,1
anderes,BL,1986,autres,1
anderes,BS,1986,sante,1
anderes,FR,1986,autres,2
anderes,FR,1986,educ,1
anderes,FR,1986,etat,4
anderes,FR,1986,sante,1
anderes,GR,1986,etat,1
anderes,LU,1986,autres,1
anderes,NE,1986,eco,1
anderes,NE,1986,sante,1
anderes,OW,1986,autres,1
anderes,SG,1986,autres,1
anderes,SH,1986,autres,1
anderes,SO,1986,autres,2
anderes,SO,1986,educ,1
anderes,SO,1986,etat,1
anderes,SO,1986,fin,1
anderes,TG,1986,sante,1
anderes,TI,1986,etat,1
anderes,VD,1986,autres,1
anderes,VS,1986,eco,1
anderes,ZH,1986,educ,1
anderes,AG,1987,etat,1
anderes,BE,1987,autres,1
anderes,BL,1987,educ,1
anderes,BS,1987,educ,2
anderes,BS,1987,sante,1
anderes,FR,1987,etat,1
anderes,FR,1987,fin,1
anderes,FR,1987,infra,2
anderes,GE,1987,infra,1
anderes,GL,1987,educ,1
anderes,GL,1987,etat,1
anderes,GR,1987,autres,1
anderes,GR,1987,fin,1
anderes,JU,1987,educ,2
anderes,SG,1987,eco,1
anderes,SH,1987,educ,1
anderes,SO,1987,eco,1
anderes,SO,1987,educ,12
anderes,SO,1987,etat,4
anderes,SZ,1987,educ,1
anderes,SZ,1987,etat,1
anderes,UR,1987,fin,1
anderes,VD,1987,infra,1
anderes,VD,1987,sante,1
anderes,VS,1987,etat,2
anderes,VS,1987,infra,1
anderes,ZH,1987,infra,2
anderes,ZH,1987,sante,1
anderes,BL,1988,etat,1
anderes,BL,1988,fin,1
anderes,BL,1988,infra,1
anderes,BS,1988,educ,2
anderes,BS,1988,infra,1
anderes,BS,1988,sante,1
anderes,FR,1988,autres,2
anderes,FR,1988,eco,1
anderes,FR,1988,educ,1
anderes,FR,1988,etat,3
anderes,FR,1988,infra,1
anderes,FR,1988,sante,3
anderes,GL,1988,autres,1
anderes,GL,1988,educ,3
anderes,GL,1988,infra,1
anderes,GR,1988,educ,1
anderes,NE,1988,autres,1
anderes,NE,1988,infra,1
anderes,NE,1988,sante,1
anderes,NW,1988,educ,2
anderes,OW,1988,eco,1
anderes,SG,1988,eco,1
anderes,SG,1988,educ,2
anderes,SH,1988,eco,1
anderes,SH,1988,sante,1
anderes,SO,1988,educ,7
anderes,SO,1988,etat,1
anderes,SO,1988,sante,1
anderes,SZ,1988,educ,1
anderes,VD,1988,educ,1
anderes,VS,1988,etat,1
anderes,VS,1988,sante,1
anderes,ZG,1988,infra,2
anderes,ZH,1988,autres,1
anderes,ZH,1988,eco,1
anderes,ZH,1988,educ,1
anderes,BL,1989,sante,2
anderes,BS,1989,educ,1
anderes,BS,1989,infra,2
anderes,FR,1989,eco,1
anderes,FR,1989,educ,1
anderes,GR,1989,infra,1
anderes,JU,1989,autres,1
anderes,LU,1989,etat,2
anderes,LU,1989,sante,1
anderes,NE,1989,autres,1
anderes,NE,1989,educ,1
anderes,NW,1989,eco,1
anderes,OW,1989,etat,1
anderes,SH,1989,sante,1
anderes,SO,1989,educ,6
anderes,SO,1989,etat,3
anderes,SZ,1989,educ,2
anderes,TG,1989,etat,1
anderes,TI,1989,educ,1
anderes,VS,1989,autres,1
anderes,VS,1989,infra,1
anderes,AG,1990,educ,1
anderes,AR,1990,sante,1
anderes,BL,1990,etat,1
anderes,BL,1990,sante,2
anderes,BS,1990,autres,1
anderes,BS,1990,sante,2
anderes,FR,1990,educ,2
anderes,FR,1990,etat,3
anderes,FR,1990,infra,1
anderes,FR,1990,sante,2
anderes,GL,1990,etat,5
anderes,GL,1990,infra,1
anderes,LU,1990,autres,1
anderes,NE,1990,educ,1
anderes,NE,1990,etat,3
anderes,NE,1990,sante,2
anderes,OW,1990,etat,3
anderes,OW,1990,sante,2
anderes,SO,1990,etat,3
anderes,SO,1990,sante,3
anderes,SZ,1990,educ,1
anderes,VD,1990,eco,1
anderes,VD,1990,etat,1
anderes,VD,1990,fin,1
anderes,VD,1990,sante,1
anderes,VS,1990,etat,1
anderes,ZH,1990,educ,1
anderes,ZH,1990,infra,1
anderes,ZH,1990,sante,1
anderes,BL,1991,educ,1
anderes,BL,1991,sante,1
anderes,BS,1991,educ,1
anderes,BS,1991,etat,1
anderes,BS,1991,sante,4
anderes,FR,1991,eco,1
anderes,FR,1991,educ,1
anderes,FR,1991,etat,5
anderes,FR,1991,fin,1
anderes,FR,1991,infra,4
anderes,GL,1991,eco,1
anderes,GL,1991,etat,3
anderes,GL,1991,fin,1
anderes,GL,1991,infra,1
anderes,NE,1991,eco,2
anderes,NE,1991,fin,4
anderes,NE,1991,infra,2
anderes,NE,1991,sante,1
anderes,NW,1991,sante,1
anderes,OW,1991,infra,1
anderes,SG,1991,educ,1
anderes,SG,1991,etat,1
anderes,SG,1991,sante,1
anderes,SO,1991,autres,1
anderes,SO,1991,eco,1
anderes,SO,1991,etat,6
anderes,TG,1991,etat,1
anderes,TG,1991,sante,2
anderes,TI,1991,eco,2
anderes,VD,1991,etat,1
anderes,VD,1991,fin,1
anderes,VD,1991,infra,1
anderes,VS,1991,infra,2
anderes,VS,1991,sante,1
anderes,ZH,1991,autres,1
anderes,ZH,1991,educ,1
anderes,ZH,1991,etat,1
anderes,ZH,1991,sante,1
anderes,AR,1992,educ,1
anderes,BL,1992,sante,3
anderes,BS,1992,educ,2
anderes,BS,1992,infra,1
anderes,FR,1992,autres,1
anderes,FR,1992,fin,1
anderes,FR,1992,infra,2
anderes,FR,1992,sante,2
anderes,GL,1992,autres,2
anderes,GL,1992,fin,1
anderes,GR,1992,autres,1
anderes,GR,1992,educ,1
anderes,NE,1992,etat,1
anderes,NE,1992,sante,2
anderes,NW,1992,fin,5
anderes,NW,1992,sante,2
anderes,SG,1992,fin,2
anderes,SH,1992,autres,1
anderes,SO,1992,autres,1
anderes,SO,1992,educ,2
anderes,SO,1992,etat,2
anderes,SO,1992,infra,2
anderes,SO,1992,sante,1
anderes,UR,1992,infra,1
anderes,VD,1992,autres,1
anderes,VD,1992,etat,1
anderes,VS,1992,fin,2
anderes,VS,1992,infra,1
anderes,VS,1992,sante,1
anderes,ZG,1992,eco,1
anderes,ZG,1992,educ,1
anderes,ZH,1992,educ,1
anderes,AR,1993,educ,1
anderes,AR,1993,infra,1
anderes,BL,1993,etat,1
anderes,BS,1993,autres,1
anderes,BS,1993,etat,1
anderes,BS,1993,fin,1
anderes,BS,1993,sante,1
anderes,FR,1993,autres,1
anderes,FR,1993,eco,1
anderes,FR,1993,educ,2
anderes,FR,1993,etat,3
anderes,FR,1993,sante,2
anderes,GL,1993,educ,1
anderes,GL,1993,etat,1
anderes,GL,1993,fin,1
anderes,GL,1993,infra,1
anderes,GR,1993,eco,1
anderes,GR,1993,educ,1
anderes,GR,1993,fin,1
anderes,NE,1993,autres,2
anderes,NE,1993,etat,1
anderes,NE,1993,fin,1
anderes,NE,1993,sante,1
anderes,OW,1993,educ,1
anderes,SG,1993,sante,1
anderes,SH,1993,autres,1
anderes,SH,1993,educ,2
anderes,SH,1993,sante,2
anderes,SO,1993,autres,1
anderes,SO,1993,educ,2
anderes,SO,1993,etat,1
anderes,SO,1993,infra,1
anderes,SZ,1993,educ,1
anderes,TG,1993,autres,1
anderes,TG,1993,etat,1
anderes,TG,1993,sante,1
anderes,TI,1993,educ,1
anderes,VD,1993,etat,2
anderes,VS,1993,educ,1
anderes,VS,1993,infra,3
anderes,ZH,1993,infra,1
anderes,ZH,1993,sante,1
anderes,AG,1994,infra,3
anderes,BL,1994,autres,1
anderes,BL,1994,educ,1
anderes,BL,1994,etat,1
anderes,BL,1994,fin,1
anderes,BL,1994,sante,1
anderes,BS,1994,educ,1
anderes,BS,1994,sante,1
anderes,FR,1994,eco,2
anderes,FR,1994,educ,3
anderes,FR,1994,etat,4
anderes,FR,1994,fin,1
anderes,FR,1994,infra,2
anderes,FR,1994,sante,1
anderes,GL,1994,infra,1
anderes,GR,1994,educ,2
anderes,GR,1994,etat,1
anderes,GR,1994,infra,1
anderes,GR,1994,sante,2
anderes,JU,1994,autres,1
anderes,JU,1994,educ,1
anderes,LU,1994,educ,1
anderes,LU,1994,etat,1
anderes,NE,1994,educ,1
anderes,NE,1994,sante,51
anderes,NW,1994,sante,1
anderes,SG,1994,eco,2
anderes,SG,1994,etat,1
anderes,SH,1994,educ,1
anderes,SH,1994,infra,1
anderes,SO,1994,etat,1
anderes,SO,1994,infra,1
anderes,SZ,1994,educ,1
anderes,SZ,1994,etat,1
anderes,TG,1994,sante,1
anderes,UR,1994,eco,1
anderes,VD,1994,autres,2
anderes,VD,1994,eco,1
anderes,VD,1994,educ,4
anderes,VD,1994,sante,3
anderes,VS,1994,etat,1
anderes,VS,1994,infra,2
anderes,VS,1994,sante,2
anderes,ZG,1994,infra,1
anderes,ZH,1994,educ,4
anderes,ZH,1994,etat,2
anderes,AG,1995,etat,1
anderes,AR,1995,etat,2
anderes,BL,1995,eco,1
anderes,BL,1995,etat,1
anderes,BS,1995,educ,7
anderes,BS,1995,etat,1
anderes,BS,1995,fin,1
anderes,BS,1995,infra,1
anderes,BS,1995,sante,1
anderes,FR,1995,eco,1
anderes,FR,1995,etat,2
anderes,FR,1995,fin,3
anderes,FR,1995,infra,1
anderes,FR,1995,sante,2
anderes,GL,1995,etat,1
anderes,GL,1995,fin,1
anderes,GL,1995,sante,1
anderes,GR,1995,educ,3
anderes,JU,1995,autres,1
anderes,LU,1995,eco,1
anderes,NE,1995,eco,3
anderes,NE,1995,educ,6
anderes,NE,1995,etat,11
anderes,NE,1995,infra,1
anderes,NE,1995,sante,6
anderes,NW,1995,autres,1
anderes,SG,1995,educ,2
anderes,SH,1995,etat,1
anderes,SO,1995,eco,2
anderes,SO,1995,educ,8
anderes,SO,1995,etat,1
anderes,SO,1995,sante,1
anderes,TG,1995,etat,1
anderes,VD,1995,educ,3
anderes,VD,1995,sante,1
anderes,VS,1995,fin,1
anderes,VS,1995,infra,3
anderes,ZG,1995,educ,1
anderes,ZG,1995,sante,1
anderes,ZH,1995,eco,1
anderes,ZH,1995,educ,1
anderes,ZH,1995,fin,1
anderes,ZH,1995,infra,1
anderes,ZH,1995,sante,1
anderes,AG,1996,autres,1
anderes,AI,1996,educ,1
anderes,AR,1996,sante,1
anderes,BE,1996,educ,1
anderes,BL,1996,etat,1
anderes,BL,1996,sante,2
anderes,BS,1996,educ,2
anderes,BS,1996,infra,1
anderes,BS,1996,sante,1
anderes,FR,1996,autres,2
anderes,FR,1996,eco,1
anderes,FR,1996,educ,2
anderes,FR,1996,etat,3
anderes,FR,1996,fin,1
anderes,FR,1996,sante,1
anderes,GE,1996,etat,1
anderes,GL,1996,fin,1
anderes,GL,1996,infra,1
anderes,GL,1996,sante,1
anderes,GR,1996,eco,2
anderes,GR,1996,educ,2
anderes,GR,1996,sante,1
anderes,LU,1996,etat,3
anderes,NE,1996,eco,1
anderes,NE,1996,educ,3
anderes,NE,1996,etat,8
anderes,NE,1996,infra,2
anderes,NE,1996,sante,5
anderes,NW,1996,autres,1
anderes,OW,1996,educ,1
anderes,SG,1996,etat,1
anderes,SH,1996,educ,2
anderes,SH,1996,etat,1
anderes,SH,1996,infra,1
anderes,SH,1996,sante,1
anderes,SO,1996,eco,1
anderes,SO,1996,educ,2
anderes,SO,1996,fin,1
anderes,SO,1996,infra,2
anderes,SO,1996,sante,2
anderes,SZ,1996,etat,1
anderes,TI,1996,educ,1
anderes,UR,1996,educ,1
anderes,VD,1996,eco,1
anderes,VD,1996,educ,5
anderes,VD,1996,etat,1
anderes,VD,1996,sante,1
anderes,VS,1996,etat,1
anderes,VS,1996,infra,3
anderes,VS,1996,sante,1
anderes,ZH,1996,etat,2
anderes,ZH,1996,infra,1
anderes,ZH,1996,sante,2
anderes,AR,1997,etat,1
anderes,AR,1997,infra,1
anderes,BE,1997,educ,1
anderes,BL,1997,educ,1
anderes,BL,1997,sante,1
anderes,BS,1997,eco,1
anderes,BS,1997,educ,2
anderes,BS,1997,sante,2
anderes,FR,1997,educ,3
anderes,FR,1997,etat,3
anderes,FR,1997,infra,1
anderes,FR,1997,sante,1
anderes,GL,1997,eco,1
anderes,GL,1997,educ,1
anderes,GL,1997,fin,1
anderes,GR,1997,educ,1
anderes,GR,1997,infra,1
anderes,JU,1997,educ,1
anderes,LU,1997,autres,3
anderes,LU,1997,etat,3
anderes,NE,1997,eco,2
anderes,NE,1997,educ,4
anderes,NE,1997,etat,1
anderes,NE,1997,infra,1
anderes,NE,1997,sante,1
anderes,NW,1997,eco,1
anderes,NW,1997,infra,1
anderes,NW,1997,sante,2
anderes,OW,1997,eco,2
anderes,OW,1997,fin,1
anderes,SG,1997,educ,4
anderes,SG,1997,etat,1
anderes,SO,1997,autres,1
anderes,SO,1997,educ,4
anderes,SO,1997,etat,3
anderes,SZ,1997,autres,1
anderes,TG,1997,infra,1
anderes,UR,1997,sante,1
anderes,VD,1997,educ,1
anderes,VD,1997,etat,1
anderes,VS,1997,eco,1
anderes,VS,1997,educ,1
anderes,VS,1997,etat,6
anderes,VS,1997,infra,5
anderes,ZG,1997,etat,4
anderes,ZH,1997,educ,2
anderes,ZH,1997,infra,1
anderes,AI,1998,educ,5
anderes,AI,1998,sante,1
anderes,AR,1998,autres,1
anderes,BE,1998,educ,1
anderes,BL,1998,autres,1
anderes,BL,1998,educ,1
anderes,BS,1998,educ,2
anderes,BS,1998,sante,1
anderes,FR,1998,autres,1
anderes,FR,1998,eco,2
anderes,FR,1998,educ,1
anderes,FR,1998,etat,2
anderes,FR,1998,infra,2
anderes,FR,1998,sante,2
anderes,GL,1998,educ,2
anderes,GL,1998,fin,1
anderes,GL,1998,infra,2
anderes,GR,1998,autres,1
anderes,GR,1998,eco,1
anderes,GR,1998,etat,1
anderes,GR,1998,sante,1
anderes,LU,1998,autres,3
anderes,LU,1998,eco,1
anderes,LU,1998,etat,1
anderes,NE,1998,eco,3
anderes,NE,1998,educ,1
anderes,NE,1998,etat,3
anderes,NE,1998,infra,1
anderes,NE,1998,sante,1
anderes,NW,1998,etat,2
anderes,OW,1998,eco,1
anderes,SG,1998,educ,1
anderes,SG,1998,etat,1
anderes,SH,1998,educ,1
anderes,SO,1998,educ,3
anderes,SO,1998,infra,1
anderes,SZ,1998,educ,1
anderes,SZ,1998,etat,1
anderes,TI,1998,autres,1
anderes,TI,1998,educ,1
anderes,TI,1998,infra,1
anderes,VD,1998,autres,1
anderes,VD,1998,etat,4
anderes,VD,1998,sante,1
anderes,VS,1998,autres,5
anderes,VS,1998,educ,2
anderes,VS,1998,infra,3
anderes,ZG,1998,educ,1
anderes,ZG,1998,sante,1
anderes,ZH,1998,educ,3
anderes,ZH,1998,etat,1
anderes,ZH,1998,fin,1
anderes,AI,1999,educ,4
anderes,AI,1999,etat,2
anderes,BL,1999,etat,1
anderes,BL,1999,infra,1
anderes,BL,1999,sante,2
anderes,BS,1999,educ,1
anderes,BS,1999,infra,2
anderes,FR,1999,etat,2
anderes,FR,1999,fin,1
anderes,FR,1999,infra,2
anderes,FR,1999,sante,1
anderes,GE,1999,sante,1
anderes,GL,1999,fin,2
anderes,GL,1999,infra,1
anderes,GL,1999,sante,1
anderes,GR,1999,autres,1
anderes,GR,1999,sante,2
anderes,JU,1999,eco,1
anderes,JU,1999,etat,2
anderes,LU,1999,autres,3
anderes,LU,1999,educ,1
anderes,LU,1999,etat,7
anderes,NE,1999,autres,1
anderes,NE,1999,eco,3
anderes,NE,1999,educ,3
anderes,NE,1999,infra,1
anderes,NE,1999,sante,1
anderes,SG,1999,educ,1
anderes,SH,1999,fin,2
anderes,SO,1999,autres,1
anderes,SO,1999,educ,2
anderes,SO,1999,etat,1
anderes,SO,1999,infra,1
anderes,SZ,1999,eco,1
anderes,TG,1999,autres,1
anderes,VD,1999,eco,2
anderes,VD,1999,etat,1
anderes,VD,1999,fin,1
anderes,VD,1999,infra,1
anderes,VS,1999,etat,2
anderes,VS,1999,infra,6
anderes,ZG,1999,educ,1
anderes,ZG,1999,fin,1
anderes,ZH,1999,autres,1
anderes,ZH,1999,educ,5
anderes,ZH,1999,etat,4
anderes,ZH,1999,fin,1
anderes,ZH,1999,sante,2
anderes,BE,2000,educ,1
anderes,BL,2000,educ,1
anderes,BL,2000,etat,4
anderes,BS,2000,educ,3
anderes,BS,2000,etat,1
anderes,BS,2000,sante,1
anderes,FR,2000,autres,1
anderes,FR,2000,eco,1
anderes,FR,2000,educ,3
anderes,FR,2000,etat,5
anderes,FR,2000,infra,1
anderes,FR,2000,sante,4
anderes,GE,2000,autres,2
anderes,GE,2000,sante,3
anderes,GL,2000,eco,1
anderes,GL,2000,educ,1
anderes,GL,2000,etat,3
anderes,JU,2000,educ,1
anderes,LU,2000,autres,4
anderes,LU,2000,educ,2
anderes,LU,2000,etat,2
anderes,LU,2000,infra,1
anderes,NE,2000,autres,1
anderes,NE,2000,educ,4
anderes,NE,2000,fin,2
anderes,NE,2000,infra,1
anderes,NE,2000,sante,2
anderes,NW,2000,educ,4
anderes,OW,2000,infra,1
anderes,SG,2000,autres,1
anderes,SG,2000,educ,1
anderes,SG,2000,etat,1
anderes,SH,2000,etat,3
anderes,SH,2000,fin,1
anderes,SH,2000,infra,1
anderes,SO,2000,educ,3
anderes,TG,2000,etat,1
anderes,TG,2000,fin,1
anderes,TI,2000,autres,1
anderes,VD,2000,autres,2
anderes,VD,2000,educ,4
anderes,VD,2000,etat,2
anderes,VD,2000,fin,2
anderes,VD,2000,sante,1
anderes,VS,2000,educ,1
anderes,VS,2000,etat,2
anderes,VS,2000,infra,1
anderes,ZG,2000,etat,4
anderes,ZG,2000,fin,1
anderes,ZH,2000,autres,1
anderes,ZH,2000,educ,6
anderes,ZH,2000,etat,1
anderes,ZH,2000,fin,1
anderes,ZH,2000,sante,1
anderes,AG,2001,sante,1
anderes,AR,2001,infra,1
anderes,BE,2001,educ,1
anderes,BL,2001,etat,1
anderes,BL,2001,sante,2
anderes,BS,2001,educ,3
anderes,BS,2001,etat,2
anderes,BS,2001,infra,1
anderes,BS,2001,sante,2
anderes,FR,2001,autres,1
anderes,FR,2001,eco,1
anderes,FR,2001,educ,1
anderes,FR,2001,etat,4
anderes,FR,2001,fin,1
anderes,FR,2001,infra,1
anderes,FR,2001,sante,2
anderes,GL,2001,autres,1
anderes,GL,2001,educ,1
anderes,GL,2001,fin,1
anderes,GL,2001,infra,1
anderes,GL,2001,sante,1
anderes,GR,2001,eco,1
anderes,GR,2001,infra,1
anderes,JU,2001,educ,2
anderes,LU,2001,autres,2
anderes,LU,2001,educ,3
anderes,NE,2001,eco,2
anderes,NE,2001,educ,4
anderes,NE,2001,fin,2
anderes,NE,2001,infra,1
anderes,SH,2001,etat,1
anderes,SO,2001,educ,5
anderes,SO,2001,etat,1
anderes,SO,2001,infra,1
anderes,SO,2001,sante,1
anderes,SZ,2001,autres,1
anderes,TG,2001,etat,1
anderes,VD,2001,autres,2
anderes,VD,2001,eco,1
anderes,VD,2001,educ,1
anderes,VD,2001,etat,2
anderes,VS,2001,eco,1
anderes,VS,2001,educ,1
anderes,VS,2001,etat,1
anderes,VS,2001,sante,1
anderes,ZG,2001,eco,2
anderes,ZG,2001,educ,2
anderes,ZG,2001,etat,1
anderes,ZG,2001,fin,1
anderes,ZG,2001,sante,1
anderes,ZH,2001,autres,1
anderes,ZH,2001,educ,7
anderes,AG,2002,eco,1
anderes,AG,2002,sante,1
anderes,BL,2002,educ,3
anderes,BL,2002,sante,1
anderes,BS,2002,educ,5
anderes,BS,2002,etat,2
anderes,FR,2002,autres,1
anderes,FR,2002,educ,1
anderes,GE,2002,sante,1
anderes,GL,2002,educ,1
anderes,GL,2002,etat,1
anderes,GL,2002,infra,1
anderes,GL,2002,sante,1
anderes,GR,2002,autres,1
anderes,GR,2002,sante,1
anderes,JU,2002,educ,1
anderes,JU,2002,fin,2
anderes,LU,2002,eco,1
anderes,LU,2002,educ,1
anderes,LU,2002,etat,3
anderes,NE,2002,eco,1
anderes,NE,2002,educ,15
anderes,NE,2002,etat,3
anderes,NE,2002,infra,3
anderes,NE,2002,sante,1
anderes,NW,2002,eco,1
anderes,NW,2002,etat,1
anderes,NW,2002,infra,1
anderes,NW,2002,sante,2
anderes,OW,2002,sante,3
anderes,SG,2002,educ,2
anderes,SG,2002,sante,1
anderes,SH,2002,educ,1
anderes,SH,2002,etat,1
anderes,SH,2002,sante,5
anderes,SO,2002,eco,1
anderes,SO,2002,educ,3
anderes,SO,2002,etat,1
anderes,SZ,2002,educ,1
anderes,TG,2002,etat,1
anderes,TI,2002,etat,1
anderes,UR,2002,sante,1
anderes,VD,2002,eco,1
anderes,VD,2002,educ,1
anderes,VD,2002,fin,1
anderes,VD,2002,infra,1
anderes,VS,2002,infra,1
anderes,ZG,2002,autres,2
anderes,ZG,2002,eco,1
anderes,ZG,2002,educ,2
anderes,ZG,2002,sante,1
anderes,ZH,2002,autres,1
anderes,ZH,2002,eco,1
anderes,ZH,2002,educ,10
anderes,AG,2003,sante,1
anderes,AR,2003,eco,1
anderes,BE,2003,educ,1
anderes,BL,2003,educ,3
anderes,BL,2003,etat,5
anderes,BL,2003,sante,1
anderes,BS,2003,eco,1
anderes,BS,2003,educ,5
anderes,BS,2003,infra,2
anderes,BS,2003,sante,1
anderes,FR,2003,etat,1
anderes,GE,2003,sante,2
anderes,GL,2003,eco,1
anderes,GL,2003,etat,4
anderes,GL,2003,fin,3
anderes,GL,2003,sante,1
anderes,JU,2003,educ,1
anderes,LU,2003,autres,1
anderes,LU,2003,educ,2
anderes,NE,2003,sante,1
anderes,OW,2003,infra,2
anderes,SG,2003,autres,1
anderes,SG,2003,educ,4
anderes,SG,2003,sante,1
anderes,SH,2003,educ,2
anderes,SH,2003,etat,1
anderes,SH,2003,sante,3
anderes,SO,2003,educ,1
anderes,SO,2003,sante,1
anderes,TG,2003,etat,3
anderes,TI,2003,eco,1
anderes,TI,2003,educ,2
anderes,TI,2003,etat,1
anderes,TI,2003,sante,5
anderes,VD,2003,autres,1
anderes,VD,2003,educ,1
anderes,VD,2003,etat,1
anderes,VD,2003,fin,4
anderes,VD,2003,infra,1
anderes,VS,2003,eco,1
anderes,VS,2003,educ,1
anderes,VS,2003,etat,1
anderes,ZG,2003,etat,5
anderes,ZH,2003,autres,3
anderes,ZH,2003,educ,5
anderes,ZH,2003,fin,1
anderes,ZH,2003,sante,1
anderes,AG,2004,autres,1
anderes,AG,2004,etat,2
anderes,AG,2004,fin,1
anderes,AR,2004,sante,1
anderes,BE,2004,educ,1
anderes,BE,2004,sante,1
anderes,BL,2004,infra,1
anderes,BL,2004,sante,1
anderes,BS,2004,autres,1
anderes,BS,2004,educ,9
anderes,BS,2004,sante,2
anderes,FR,2004,educ,1
anderes,FR,2004,etat,2
anderes,GE,2004,autres,1
anderes,GE,2004,fin,1
anderes,GE,2004,sante,6
anderes,GL,2004,educ,1
anderes,GL,2004,etat,2
anderes,GL,2004,infra,2
anderes,GL,2004,sante,2
anderes,GR,2004,educ,1
anderes,GR,2004,sante,1
anderes,JU,2004,sante,1
anderes,LU,2004,autres,2
anderes,LU,2004,eco,2
anderes,LU,2004,etat,3
anderes,NE,2004,autres,2
anderes,NE,2004,eco,1
anderes,NE,2004,educ,3
anderes,NE,2004,etat,2
anderes,NE,2004,infra,1
anderes,NE,2004,sante,4
anderes,NW,2004,etat,1
anderes,NW,2004,infra,1
anderes,NW,2004,sante,1
anderes,OW,2004,educ,1
anderes,OW,2004,etat,3
anderes,OW,2004,infra,3
anderes,SG,2004,educ,1
anderes,SH,2004,eco,1
anderes,SH,2004,etat,1
anderes,SO,2004,educ,1
anderes,TG,2004,eco,1
anderes,TG,2004,infra,1
anderes,TI,2004,sante,2
anderes,VD,2004,eco,1
anderes,VD,2004,etat,2
anderes,VD,2004,sante,1
anderes,VS,2004,etat,1
anderes,VS,2004,infra,2
anderes,ZG,2004,etat,4
anderes,ZG,2004,sante,2
anderes,ZH,2004,educ,13
anderes,ZH,2004,etat,3
anderes,ZH,2004,infra,1
anderes,ZH,2004,sante,2
anderes,AI,2005,educ,1
anderes,AR,2005,autres,1
anderes,AR,2005,infra,1
anderes,AR,2005,sante,1
anderes,BE,2005,autres,3
anderes,BE,2005,educ,3
anderes,BL,2005,educ,1
anderes,BL,2005,etat,1
anderes,BL,2005,sante,2
anderes,BS,2005,autres,1
anderes,BS,2005,eco,1
anderes,BS,2005,educ,3
anderes,BS,2005,sante,3
anderes,FR,2005,etat,2
anderes,GE,2005,autres,1
anderes,GL,2005,autres,2
anderes,GL,2005,sante,1
anderes,GR,2005,autres,1
anderes,GR,2005,fin,1
anderes,LU,2005,autres,4
anderes,LU,2005,educ,3
anderes,LU,2005,etat,1
anderes,LU,2005,sante,1
anderes,NE,2005,educ,5
anderes,NE,2005,etat,3
anderes,NE,2005,fin,2
anderes,NE,2005,sante,3
anderes,NW,2005,sante,1
anderes,OW,2005,fin,1
anderes,OW,2005,sante,6
anderes,SG,2005,autres,2
anderes,SG,2005,educ,1
anderes,SG,2005,infra,1
anderes,SG,2005,sante,2
anderes,SH,2005,eco,2
anderes,SH,2005,etat,1
anderes,SH,2005,fin,1
anderes,SH,2005,sante,1
anderes,SO,2005,educ,5
anderes,SO,2005,etat,1
anderes,SO,2005,sante,3
anderes,SZ,2005,educ,1
anderes,TG,2005,sante,1
anderes,UR,2005,autres,1
anderes,VD,2005,eco,2
anderes,VD,2005,sante,1
