# Swiss Law Collection — all cantonal acts: instrument type × canton × enactment year × legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
instrument_type,canton,year,domain,count
interkantonale_vereinbarung,GL,2014,sante,1
interkantonale_vereinbarung,JU,2014,educ,1
interkantonale_vereinbarung,LU,2014,educ,1
interkantonale_vereinbarung,LU,2014,sante,1
interkantonale_vereinbarung,NE,2014,etat,1
interkantonale_vereinbarung,NE,2014,infra,1
interkantonale_vereinbarung,NW,2014,sante,1
interkantonale_vereinbarung,OW,2014,sante,1
interkantonale_vereinbarung,SG,2014,educ,1
interkantonale_vereinbarung,SH,2014,sante,1
interkantonale_vereinbarung,SO,2014,educ,1
interkantonale_vereinbarung,SZ,2014,sante,1
interkantonale_vereinbarung,TG,2014,sante,1
interkantonale_vereinbarung,VS,2014,educ,1
interkantonale_vereinbarung,VS,2014,sante,1
interkantonale_vereinbarung,ZG,2014,educ,1
interkantonale_vereinbarung,ZG,2014,sante,1
interkantonale_vereinbarung,ZH,2014,educ,1
interkantonale_vereinbarung,AG,2015,infra,1
interkantonale_vereinbarung,BE,2015,educ,1
interkantonale_vereinbarung,BL,2015,autres,1
interkantonale_vereinbarung,BL,2015,eco,1
interkantonale_vereinbarung,BS,2015,educ,1
interkantonale_vereinbarung,FR,2015,sante,1
interkantonale_vereinbarung,GL,2015,educ,1
interkantonale_vereinbarung,NW,2015,educ,2
interkantonale_vereinbarung,SG,2015,etat,1
interkantonale_vereinbarung,SG,2015,sante,1
interkantonale_vereinbarung,SH,2015,educ,1
interkantonale_vereinbarung,SO,2015,educ,2
interkantonale_vereinbarung,SZ,2015,educ,1
interkantonale_vereinbarung,UR,2015,autres,1
interkantonale_vereinbarung,ZG,2015,infra,1
interkantonale_vereinbarung,ZG,2015,sante,1
interkantonale_vereinbarung,ZH,2015,educ,1
interkantonale_vereinbarung,AR,2016,sante,1
interkantonale_vereinbarung,BL,2016,educ,2
interkantonale_vereinbarung,BL,2016,sante,2
interkantonale_vereinbarung,BS,2016,sante,1
interkantonale_vereinbarung,JU,2016,educ,1
interkantonale_vereinbarung,OW,2016,sante,1
interkantonale_vereinbarung,SG,2016,sante,1
interkantonale_vereinbarung,TG,2016,sante,1
interkantonale_vereinbarung,ZH,2016,sante,1
interkantonale_vereinbarung,AG,2017,autres,1
interkantonale_vereinbarung,BL,2017,educ,1
interkantonale_vereinbarung,FR,2017,eco,1
interkantonale_vereinbarung,GE,2017,autres,3
interkantonale_vereinbarung,JU,2017,educ,1
interkantonale_vereinbarung,SO,2017,autres,1
interkantonale_vereinbarung,TI,2017,autres,3
interkantonale_vereinbarung,VD,2017,autres,3
interkantonale_vereinbarung,VS,2017,etat,1
interkantonale_vereinbarung,VS,2017,sante,2
interkantonale_vereinbarung,AG,2018,educ,1
interkantonale_vereinbarung,AG,2018,infra,1
interkantonale_vereinbarung,AR,2018,eco,1
interkantonale_vereinbarung,BL,2018,eco,1
interkantonale_vereinbarung,BL,2018,sante,1
interkantonale_vereinbarung,BS,2018,etat,1
interkantonale_vereinbarung,BS,2018,sante,1
interkantonale_vereinbarung,FR,2018,infra,1
interkantonale_vereinbarung,GE,2018,infra,1
interkantonale_vereinbarung,GL,2018,eco,1
interkantonale_vereinbarung,GL,2018,sante,1
interkantonale_vereinbarung,JU,2018,autres,1
interkantonale_vereinbarung,NE,2018,autres,2
interkantonale_vereinbarung,NW,2018,etat,1
interkantonale_vereinbarung,SG,2018,eco,1
interkantonale_vereinbarung,TG,2018,eco,1
interkantonale_vereinbarung,TG,2018,sante,1
interkantonale_vereinbarung,VD,2018,infra,1
interkantonale_vereinbarung,VD,2018,sante,1
interkantonale_vereinbarung,VS,2018,eco,2
interkantonale_vereinbarung,ZG,2018,eco,1
interkantonale_vereinbarung,AG,2019,educ,2
interkantonale_vereinbarung,AG,2019,etat,2
interkantonale_vereinbarung,AG,2019,infra,3
interkantonale_vereinbarung,AI,2019,autres,2
interkantonale_vereinbarung,AI,2019,educ,1
interkantonale_vereinbarung,AR,2019,etat,1
interkantonale_vereinbarung,BE,2019,etat,3
interkantonale_vereinbarung,BL,2019,etat,2
interkantonale_vereinbarung,BL,2019,infra,1
interkantonale_vereinbarung,BS,2019,etat,1
interkantonale_vereinbarung,BS,2019,infra,2
interkantonale_vereinbarung,BS,2019,sante,1
interkantonale_vereinbarung,FR,2019,etat,2
interkantonale_vereinbarung,FR,2019,infra,1
interkantonale_vereinbarung,GE,2019,eco,2
interkantonale_vereinbarung,GL,2019,infra,1
interkantonale_vereinbarung,GR,2019,eco,2
interkantonale_vereinbarung,GR,2019,infra,1
interkantonale_vereinbarung,JU,2019,infra,1
interkantonale_vereinbarung,LU,2019,infra,1
interkantonale_vereinbarung,NE,2019,eco,1
interkantonale_vereinbarung,NW,2019,etat,1
interkantonale_vereinbarung,SG,2019,autres,2
interkantonale_vereinbarung,SG,2019,educ,2
interkantonale_vereinbarung,SG,2019,etat,1
interkantonale_vereinbarung,SG,2019,infra,1
interkantonale_vereinbarung,SH,2019,eco,2
interkantonale_vereinbarung,SH,2019,infra,1
interkantonale_vereinbarung,SO,2019,etat,2
interkantonale_vereinbarung,SO,2019,infra,1
interkantonale_vereinbarung,SZ,2019,sante,1
interkantonale_vereinbarung,TG,2019,eco,1
interkantonale_vereinbarung,TG,2019,educ,1
interkantonale_vereinbarung,TG,2019,infra,1
interkantonale_vereinbarung,TG,2019,sante,1
interkantonale_vereinbarung,UR,2019,eco,1
interkantonale_vereinbarung,VD,2019,eco,2
interkantonale_vereinbarung,VD,2019,educ,1
interkantonale_vereinbarung,VD,2019,infra,1
interkantonale_vereinbarung,VS,2019,eco,2
interkantonale_vereinbarung,VS,2019,educ,1
interkantonale_vereinbarung,ZG,2019,educ,2
interkantonale_vereinbarung,ZG,2019,infra,1
interkantonale_vereinbarung,AG,2020,etat,1
interkantonale_vereinbarung,BL,2020,etat,1
interkantonale_vereinbarung,BS,2020,etat,1
interkantonale_vereinbarung,FR,2020,autres,1
interkantonale_vereinbarung,GL,2020,sante,1
interkantonale_vereinbarung,JU,2020,eco,2
interkantonale_vereinbarung,NW,2020,autres,1
interkantonale_vereinbarung,OW,2020,infra,1
interkantonale_vereinbarung,SG,2020,infra,1
interkantonale_vereinbarung,ZH,2020,etat,1
interkantonale_vereinbarung,AG,2021,etat,2
interkantonale_vereinbarung,AG,2021,infra,1
interkantonale_vereinbarung,AG,2021,sante,1
interkantonale_vereinbarung,AI,2021,infra,1
interkantonale_vereinbarung,BE,2021,etat,1
interkantonale_vereinbarung,BS,2021,educ,1
interkantonale_vereinbarung,FR,2021,etat,1
interkantonale_vereinbarung,LU,2021,eco,1
interkantonale_vereinbarung,SG,2021,educ,2
interkantonale_vereinbarung,VD,2021,educ,1
interkantonale_vereinbarung,ZG,2021,autres,1
interkantonale_vereinbarung,AG,2022,etat,2
interkantonale_vereinbarung,BE,2022,educ,1
interkantonale_vereinbarung,BL,2022,etat,1
interkantonale_vereinbarung,BS,2022,etat,1
interkantonale_vereinbarung,FR,2022,autres,1
interkantonale_vereinbarung,FR,2022,educ,1
interkantonale_vereinbarung,JU,2022,etat,1
interkantonale_vereinbarung,NE,2022,educ,1
interkantonale_vereinbarung,NW,2022,etat,1
interkantonale_vereinbarung,OW,2022,etat,1
interkantonale_vereinbarung,SH,2022,educ,1
interkantonale_vereinbarung,SH,2022,infra,1
interkantonale_vereinbarung,SO,2022,educ,1
interkantonale_vereinbarung,TG,2022,educ,1
interkantonale_vereinbarung,VD,2022,educ,1
interkantonale_vereinbarung,VD,2022,infra,1
interkantonale_vereinbarung,ZG,2022,infra,1
interkantonale_vereinbarung,ZH,2022,eco,1
interkantonale_vereinbarung,AG,2023,educ,2
interkantonale_vereinbarung,BE,2023,etat,2
interkantonale_vereinbarung,BS,2023,educ,1
interkantonale_vereinbarung,GE,2023,autres,1
interkantonale_vereinbarung,GL,2023,infra,1
interkantonale_vereinbarung,NW,2023,educ,1
interkantonale_vereinbarung,NW,2023,etat,1
interkantonale_vereinbarung,SZ,2023,infra,1
interkantonale_vereinbarung,TG,2023,etat,1
interkantonale_vereinbarung,VD,2023,sante,1
interkantonale_vereinbarung,VS,2023,sante,1
interkantonale_vereinbarung,ZG,2023,educ,1
interkantonale_vereinbarung,BE,2024,etat,4
interkantonale_vereinbarung,GR,2024,autres,1
interkantonale_vereinbarung,JU,2024,etat,3
interkantonale_vereinbarung,SG,2024,sante,1
interkantonale_vereinbarung,TG,2024,infra,1
interkantonale_vereinbarung,VD,2024,etat,1
interkantonale_vereinbarung,ZG,2024,educ,1
interkantonale_vereinbarung,ZH,2024,eco,1
interkantonale_vereinbarung,ZH,2024,educ,1
interkantonale_vereinbarung,ZH,2024,infra,1
interkantonale_vereinbarung,AG,2025,educ,1
interkantonale_vereinbarung,AG,2025,etat,2
interkantonale_vereinbarung,AI,2025,autres,1
interkantonale_vereinbarung,AR,2025,sante,1
interkantonale_vereinbarung,BE,2025,eco,1
interkantonale_vereinbarung,BE,2025,etat,29
interkantonale_vereinbarung,BL,2025,autres,1
interkantonale_vereinbarung,FR,2025,educ,1
interkantonale_vereinbarung,JU,2025,etat,24
interkantonale_vereinbarung,SG,2025,sante,1
reglement,BE,1562,educ,1
reglement,GE,1858,autres,1
reglement,LU,1867,infra,1
reglement,OW,1878,eco,1
reglement,GE,1889,autres,1
reglement,VD,1891,fin,1
reglement,GE,1892,eco,1
reglement,GE,1893,fin,1
reglement,VD,1893,sante,1
reglement,VD,1894,eco,1
reglement,GE,1895,eco,1
reglement,BE,1899,etat,1
reglement,GE,1901,educ,1
reglement,GE,1903,infra,1
reglement,GE,1907,autres,1
reglement,GR,1908,educ,1
reglement,NE,1908,educ,1
reglement,NE,1909,eco,1
reglement,SO,1909,educ,1
reglement,UR,1911,autres,1
reglement,VD,1911,infra,1
reglement,VS,1912,autres,1
reglement,BS,1913,etat,1
reglement,BE,1917,educ,1
reglement,GE,1918,sante,1
reglement,NE,1923,eco,1
reglement,TI,1924,etat,1
reglement,VD,1924,sante,1
reglement,GE,1925,etat,1
reglement,GE,1925,sante,1
reglement,NE,1925,sante,1
reglement,VD,1926,infra,1
reglement,NE,1927,etat,1
reglement,GE,1928,etat,1
reglement,GE,1928,fin,1
reglement,GE,1929,etat,2
reglement,GE,1930,eco,1
reglement,GE,1930,infra,1
reglement,VD,1930,fin,1
reglement,BE,1931,educ,1
reglement,GE,1931,etat,1
reglement,BL,1934,autres,1
reglement,GE,1934,autres,1
reglement,GE,1934,eco,1
reglement,GE,1934,etat,1
reglement,GE,1934,sante,1
reglement,GE,1935,infra,1
reglement,LU,1935,autres,1
reglement,NE,1935,fin,1
reglement,TI,1935,autres,1
reglement,NE,1936,eco,1
reglement,VD,1936,autres,1
reglement,VS,1936,sante,1
reglement,GE,1937,fin,1
reglement,NE,1937,autres,1
reglement,VS,1937,autres,2
reglement,VS,1937,eco,1
reglement,SZ,1938,sante,1
reglement,BE,1939,educ,1
reglement,VS,1939,eco,1
reglement,GE,1940,fin,1
reglement,GE,1940,sante,1
reglement,LU,1940,educ,1
reglement,GE,1941,autres,1
reglement,BE,1942,educ,1
reglement,GE,1942,autres,2
reglement,GE,1942,eco,2
reglement,GE,1943,autres,1
reglement,GE,1943,eco,1
reglement,NE,1943,eco,1
reglement,SO,1943,sante,1
reglement,VD,1943,eco,1
reglement,VS,1943,eco,1
reglement,GE,1944,etat,1
reglement,NW,1944,eco,1
reglement,SG,1944,eco,1
reglement,TI,1944,infra,1
reglement,VD,1944,etat,1
reglement,VS,1944,educ,1
reglement,ZH,1944,eco,1
reglement,GE,1945,etat,1
reglement,GE,1945,sante,1
reglement,NE,1945,autres,1
reglement,NE,1945,educ,1
reglement,NE,1945,sante,1
reglement,SH,1945,fin,1
reglement,VD,1945,fin,1
reglement,BS,1946,educ,1
reglement,GE,1946,eco,1
reglement,GE,1946,etat,2
reglement,NE,1946,sante,2
reglement,VD,1946,etat,1
reglement,GE,1947,fin,1
reglement,OW,1947,eco,1
reglement,GE,1948,infra,1
reglement,GL,1948,sante,1
reglement,NE,1948,educ,1
reglement,NE,1948,sante,1
reglement,UR,1948,sante,1
reglement,NE,1949,eco,1
reglement,NW,1949,sante,1
reglement,SG,1949,infra,1
reglement,VS,1949,sante,1
reglement,GE,1950,eco,1
reglement,GE,1951,autres,1
reglement,GE,1951,infra,1
reglement,SG,1951,etat,1
reglement,VS,1951,infra,1
reglement,VS,1951,sante,1
reglement,ZH,1951,etat,1
reglement,GE,1952,autres,1
reglement,GE,1952,eco,2
reglement,GE,1952,educ,1
reglement,GE,1952,etat,1
reglement,GE,1952,sante,1
reglement,VD,1952,etat,1
reglement,GE,1953,etat,3
reglement,GE,1953,infra,1
reglement,SO,1953,etat,1
reglement,AG,1954,infra,1
reglement,BL,1954,etat,1
reglement,GE,1954,educ,1
reglement,SO,1954,infra,1
reglement,SZ,1954,infra,1
reglement,UR,1954,infra,1
reglement,VD,1954,fin,1
reglement,VS,1954,fin,1
reglement,BS,1955,etat,1
reglement,GE,1955,educ,2
reglement,GE,1955,etat,2
reglement,GE,1955,sante,1
reglement,VD,1955,infra,1
reglement,ZH,1955,etat,1
reglement,BS,1956,etat,1
reglement,BS,1956,sante,1
reglement,GE,1956,eco,1
reglement,GE,1956,educ,1
reglement,GE,1956,etat,3
reglement,GE,1956,sante,1
reglement,GE,1957,etat,1
reglement,SO,1957,etat,1
reglement,VD,1957,eco,1
reglement,VD,1957,etat,1
reglement,VD,1957,sante,1
reglement,GE,1958,educ,1
reglement,GE,1958,etat,2
reglement,GE,1958,fin,3
reglement,TI,1958,autres,2
reglement,TI,1958,sante,2
reglement,VD,1958,etat,1
reglement,VS,1958,infra,1
reglement,BE,1959,etat,1
reglement,BE,1959,sante,1
reglement,FR,1959,sante,1
reglement,GE,1959,autres,1
reglement,GE,1959,etat,1
reglement,NE,1959,eco,1
reglement,NE,1959,sante,1
reglement,GE,1960,autres,1
reglement,ZH,1960,educ,1
reglement,ZH,1960,sante,1
reglement,AG,1961,eco,1
reglement,BS,1961,educ,1
reglement,GE,1961,etat,2
reglement,GE,1961,infra,1
reglement,GE,1961,sante,1
reglement,NE,1961,educ,1
reglement,TG,1961,sante,1
reglement,TI,1961,sante,1
reglement,VD,1961,autres,1
reglement,VD,1961,eco,1
reglement,VD,1961,sante,1
reglement,ZH,1961,autres,1
reglement,ZH,1961,etat,1
reglement,GE,1962,etat,2
reglement,NE,1962,sante,1
reglement,SG,1962,eco,1
reglement,TI,1962,infra,1
reglement,UR,1962,etat,1
reglement,UR,1962,infra,1
reglement,VS,1962,educ,1
reglement,GR,1963,etat,1
reglement,NE,1963,educ,2
reglement,SO,1963,autres,1
reglement,TI,1963,autres,1
reglement,VD,1963,eco,1
reglement,VS,1963,educ,1
reglement,VS,1963,etat,1
reglement,FR,1964,sante,1
reglement,GE,1964,autres,2
reglement,GE,1964,eco,1
reglement,GE,1964,educ,1
reglement,GE,1964,infra,2
reglement,GL,1964,sante,1
reglement,NE,1964,etat,1
reglement,VD,1964,sante,1
reglement,ZH,1964,etat,1
reglement,FR,1965,etat,1
reglement,FR,1965,sante,1
reglement,GE,1965,eco,1
reglement,GE,1965,sante,2
reglement,GR,1965,fin,1
reglement,VD,1965,eco,1
reglement,VD,1965,sante,1
reglement,VS,1965,educ,1
reglement,VS,1965,infra,1
reglement,BE,1966,eco,1
reglement,FR,1966,etat,1
reglement,GE,1966,etat,2
reglement,GE,1966,infra,1
reglement,NE,1966,educ,1
reglement,VD,1966,etat,1
reglement,BS,1967,educ,1
reglement,FR,1967,etat,3
reglement,GE,1967,educ,1
reglement,SG,1967,sante,1
reglement,TI,1967,infra,1
reglement,UR,1967,fin,1
reglement,VS,1967,etat,1
reglement,VS,1967,sante,2
reglement,BS,1968,sante,1
reglement,GE,1968,fin,1
reglement,GE,1968,infra,1
reglement,GL,1968,autres,1
reglement,LU,1968,autres,1
reglement,NE,1968,educ,1
reglement,ZH,1968,educ,1
reglement,BS,1969,etat,1
reglement,GE,1969,eco,3
reglement,GE,1969,educ,1
reglement,GE,1969,infra,1
reglement,LU,1969,sante,3
reglement,NE,1969,educ,1
reglement,TG,1969,etat,1
reglement,TI,1969,eco,1
reglement,TI,1969,infra,1
reglement,VS,1969,fin,1
reglement,ZH,1969,educ,1
reglement,AG,1970,sante,1
reglement,BS,1970,educ,1
reglement,GE,1970,eco,3
reglement,GE,1970,etat,1
reglement,GE,1970,infra,1
reglement,GE,1970,sante,1
reglement,GL,1970,sante,1
reglement,NE,1970,eco,1
reglement,SG,1970,etat,1
reglement,SO,1970,etat,1
reglement,TI,1970,sante,1
reglement,VD,1970,autres,1
reglement,VD,1970,eco,2
reglement,VD,1970,etat,1
reglement,VD,1970,infra,1
reglement,BS,1971,educ,1
reglement,GE,1971,educ,2
reglement,GE,1971,sante,1
reglement,SO,1971,autres,1
reglement,SO,1971,educ,1
reglement,TI,1971,infra,1
reglement,UR,1971,sante,1
reglement,VD,1971,eco,1
reglement,VD,1971,educ,1
reglement,VD,1971,sante,2
reglement,BE,1972,infra,1
reglement,BS,1972,sante,1
reglement,GL,1972,educ,1
reglement,TI,1972,eco,1
reglement,TI,1972,fin,1
reglement,VS,1972,educ,1
reglement,BS,1973,etat,1
reglement,FR,1973,educ,1
reglement,GE,1973,eco,1
reglement,GE,1973,fin,1
reglement,GE,1973,infra,5
reglement,GL,1973,educ,1
reglement,NE,1973,educ,2
reglement,NE,1973,sante,1
reglement,SG,1973,educ,1
reglement,SO,1973,educ,1
reglement,UR,1973,autres,1
reglement,UR,1973,sante,1
reglement,VS,1973,eco,1
reglement,VS,1973,educ,1
reglement,FR,1974,educ,1
reglement,GE,1974,eco,1
reglement,GE,1974,educ,1
reglement,GE,1974,etat,3
reglement,GR,1974,educ,2
reglement,LU,1974,infra,2
reglement,SG,1974,educ,1
reglement,SO,1974,educ,1
reglement,SZ,1974,sante,1
reglement,TI,1974,autres,1
reglement,TI,1974,educ,1
reglement,TI,1974,infra,2
reglement,VD,1974,infra,1
reglement,VD,1974,sante,1
reglement,ZH,1974,etat,1
reglement,BS,1975,etat,1
reglement,GE,1975,autres,1
reglement,GE,1975,eco,1
reglement,GE,1975,etat,2
reglement,GE,1975,infra,1
reglement,GR,1975,infra,1
reglement,LU,1975,sante,1
reglement,NW,1975,etat,1
reglement,TG,1975,eco,1
reglement,TI,1975,etat,1
reglement,TI,1975,fin,1
reglement,TI,1975,infra,1
reglement,TI,1975,sante,1
reglement,VD,1975,educ,1
reglement,VD,1975,etat,1
reglement,VD,1975,infra,1
reglement,VD,1975,sante,1
reglement,VS,1975,autres,1
reglement,VS,1975,educ,2
reglement,VS,1975,infra,1
reglement,ZH,1975,educ,1
reglement,BL,1976,eco,1
reglement,BS,1976,fin,1
reglement,FR,1976,eco,1
reglement,GE,1976,etat,3
reglement,GE,1976,infra,2
reglement,GE,1976,sante,1
reglement,GL,1976,autres,1
reglement,NE,1976,educ,1
reglement,SG,1976,educ,2
reglement,SZ,1976,educ,1
reglement,TG,1976,eco,1
reglement,TI,1976,etat,1
reglement,VD,1976,infra,2
reglement,VS,1976,fin,1
reglement,VS,1976,sante,1
reglement,FR,1977,etat,1
reglement,GE,1977,autres,1
reglement,GE,1977,educ,1
reglement,GE,1977,etat,1
reglement,GE,1977,infra,1
reglement,GE,1977,sante,1
reglement,NE,1977,autres,1
reglement,SG,1977,educ,1
reglement,SG,1977,sante,1
reglement,TG,1977,eco,2
reglement,VD,1977,autres,2
reglement,VD,1977,educ,2
reglement,VD,1977,infra,1
reglement,VS,1977,educ,1
reglement,ZG,1977,etat,1
reglement,BL,1978,educ,1
reglement,BL,1978,sante,1
reglement,BS,1978,etat,1
reglement,FR,1978,educ,1
reglement,FR,1978,etat,1
reglement,GE,1978,autres,1
reglement,GE,1978,eco,1
reglement,GE,1978,etat,2
reglement,GE,1978,infra,2
reglement,GE,1978,sante,1
reglement,GL,1978,autres,1
reglement,GL,1978,etat,2
reglement,GR,1978,educ,1
reglement,JU,1978,autres,1
reglement,JU,1978,educ,5
reglement,JU,1978,etat,1
reglement,JU,1978,infra,1
reglement,JU,1978,sante,2
reglement,NE,1978,eco,2
reglement,NE,1978,educ,12
reglement,NE,1978,sante,4
reglement,TI,1978,autres,2
reglement,VD,1978,eco,2
reglement,VD,1978,etat,1
reglement,VD,1978,sante,1
reglement,VS,1978,fin,1
reglement,FR,1979,educ,1
reglement,GE,1979,autres,1
reglement,GE,1979,etat,2
reglement,GE,1979,sante,6
reglement,GR,1979,sante,1
reglement,JU,1979,etat,1
reglement,LU,1979,educ,1
reglement,NE,1979,etat,2
reglement,SG,1979,etat,1
reglement,TG,1979,etat,1
reglement,TI,1979,etat,1
reglement,TI,1979,infra,1
reglement,TI,1979,sante,2
reglement,VD,1979,educ,2
reglement,VD,1979,etat,2
reglement,VD,1979,infra,1
reglement,VS,1979,etat,1
reglement,ZH,1979,etat,1
reglement,BS,1980,etat,2
reglement,GE,1980,eco,1
reglement,JU,1980,autres,1
reglement,JU,1980,eco,1
reglement,NE,1980,educ,1
reglement,NE,1980,fin,1
reglement,NE,1980,infra,1
reglement,NE,1980,sante,2
reglement,NW,1980,etat,1
reglement,SG,1980,educ,1
reglement,SZ,1980,etat,1
reglement,TI,1980,sante,2
reglement,VD,1980,educ,1
reglement,VS,1980,eco,2
reglement,ZG,1980,infra,3
reglement,FR,1981,etat,1
reglement,FR,1981,sante,1
reglement,GE,1981,eco,1
reglement,GE,1981,educ,1
reglement,GE,1981,etat,2
reglement,GE,1981,sante,1
reglement,GL,1981,educ,2
reglement,JU,1981,etat,1
reglement,NE,1981,educ,1
reglement,NE,1981,etat,2
reglement,SG,1981,educ,1
reglement,SO,1981,infra,1
reglement,TI,1981,educ,1
reglement,VD,1981,autres,1
reglement,VD,1981,educ,1
reglement,VD,1981,etat,1
reglement,VD,1981,sante,2
reglement,VS,1981,autres,1
reglement,VS,1981,fin,1
reglement,FR,1982,etat,1
reglement,FR,1982,infra,1
reglement,GE,1982,eco,2
reglement,GE,1982,etat,5
reglement,GE,1982,infra,2
reglement,GR,1982,educ,1
reglement,LU,1982,educ,2
reglement,LU,1982,etat,1
reglement,NE,1982,educ,1
reglement,NE,1982,etat,2
reglement,TI,1982,infra,2
reglement,UR,1982,eco,1
reglement,UR,1982,etat,1
reglement,UR,1982,infra,1
reglement,VD,1982,autres,2
reglement,VD,1982,educ,1
reglement,VD,1982,etat,1
reglement,VD,1982,infra,2
reglement,VS,1982,educ,2
reglement,VS,1982,etat,2
reglement,BS,1983,etat,1
reglement,FR,1983,etat,1
reglement,FR,1983,infra,2
reglement,GE,1983,autres,1
reglement,GE,1983,eco,1
reglement,GE,1983,educ,2
reglement,GE,1983,etat,2
reglement,GE,1983,infra,1
reglement,GE,1983,sante,5
reglement,GL,1983,educ,1
reglement,GR,1983,sante,1
reglement,NE,1983,eco,1
reglement,NE,1983,educ,1
reglement,NE,1983,etat,3
reglement,NE,1983,sante,1
reglement,NW,1983,infra,1
reglement,SG,1983,educ,1
reglement,SO,1983,educ,1
reglement,SZ,1983,educ,1
reglement,UR,1983,autres,1
reglement,UR,1983,educ,1
reglement,UR,1983,etat,2
reglement,UR,1983,sante,3
reglement,VD,1983,eco,1
reglement,VD,1983,educ,1
reglement,VD,1983,etat,2
reglement,VD,1983,sante,2
reglement,VS,1983,eco,2
reglement,ZH,1983,etat,1
reglement,BL,1984,educ,1
reglement,BS,1984,sante,2
reglement,FR,1984,autres,1
reglement,FR,1984,infra,1
reglement,GE,1984,autres,2
reglement,GE,1984,educ,2
reglement,GE,1984,etat,1
reglement,GE,1984,infra,1
reglement,GE,1984,sante,5
reglement,LU,1984,educ,1
reglement,NE,1984,educ,4
reglement,NE,1984,infra,1
reglement,NE,1984,sante,1
reglement,SG,1984,educ,1
reglement,SG,1984,etat,1
reglement,TI,1984,eco,1
reglement,TI,1984,sante,1
reglement,UR,1984,eco,1
reglement,VD,1984,autres,1
reglement,VD,1984,eco,1
reglement,VD,1984,educ,2
reglement,VD,1984,etat,1
reglement,VD,1984,infra,1
reglement,VD,1984,sante,1
reglement,VS,1984,educ,2
reglement,VS,1984,etat,1
reglement,ZH,1984,educ,2
reglement,BL,1985,sante,1
reglement,BS,1985,educ,1
reglement,FR,1985,eco,1
reglement,FR,1985,sante,1
reglement,GE,1985,autres,1
reglement,GE,1985,educ,1
reglement,GE,1985,etat,3
reglement,GE,1985,fin,2
reglement,GE,1985,sante,1
reglement,JU,1985,educ,1
reglement,JU,1985,etat,2
reglement,NE,1985,eco,1
reglement,NE,1985,educ,1
reglement,SH,1985,educ,1
reglement,TI,1985,autres,1
reglement,TI,1985,eco,1
reglement,TI,1985,etat,1
reglement,TI,1985,infra,1
reglement,TI,1985,sante,1
reglement,UR,1985,autres,1
reglement,UR,1985,educ,1
reglement,UR,1985,etat,2
reglement,VD,1985,eco,3
reglement,VD,1985,infra,1
reglement,VD,1985,sante,1
reglement,VS,1985,educ,2
reglement,ZG,1985,etat,1
reglement,ZH,1985,educ,1
reglement,ZH,1985,etat,1
reglement,FR,1986,autres,3
reglement,FR,1986,eco,1
reglement,FR,1986,educ,2
reglement,FR,1986,etat,1
reglement,FR,1986,infra,1
reglement,GE,1986,eco,2
reglement,GE,1986,educ,2
reglement,GE,1986,etat,5
reglement,GE,1986,infra,4
reglement,GE,1986,sante,2
reglement,GL,1986,etat,1
reglement,JU,1986,eco,1
reglement,JU,1986,etat,1
reglement,LU,1986,autres,1
reglement,NE,1986,infra,1
reglement,NE,1986,sante,1
reglement,SO,1986,autres,1
reglement,TI,1986,eco,2
reglement,TI,1986,infra,2
reglement,UR,1986,eco,1
reglement,UR,1986,etat,1
reglement,UR,1986,infra,1
reglement,UR,1986,sante,1
reglement,VD,1986,autres,2
reglement,VD,1986,eco,1
reglement,VD,1986,educ,1
reglement,VD,1986,etat,1
reglement,VD,1986,sante,3
reglement,VS,1986,etat,1
reglement,VS,1986,sante,1
reglement,ZH,1986,educ,1
reglement,ZH,1986,etat,1
reglement,AG,1987,sante,1
reglement,AR,1987,sante,1
reglement,FR,1987,autres,1
reglement,FR,1987,educ,1
reglement,FR,1987,infra,1
reglement,GE,1987,educ,1
reglement,GE,1987,etat,2
reglement,GE,1987,infra,1
reglement,GE,1987,sante,3
reglement,LU,1987,educ,1
reglement,NE,1987,educ,1
reglement,NE,1987,infra,1
reglement,SG,1987,etat,3
reglement,SH,1987,etat,1
reglement,SZ,1987,fin,1
reglement,TG,1987,educ,1
reglement,TI,1987,educ,1
reglement,TI,1987,etat,3
reglement,TI,1987,infra,1
reglement,VD,1987,autres,3
reglement,VD,1987,etat,1
reglement,VD,1987,fin,1
reglement,VD,1987,sante,4
reglement,VS,1987,etat,1
reglement,VS,1987,infra,1
reglement,VS,1987,sante,1
reglement,ZH,1987,etat,1
reglement,BE,1988,etat,1
reglement,BL,1988,etat,1
reglement,BL,1988,fin,1
reglement,BS,1988,educ,1
reglement,FR,1988,educ,1
reglement,FR,1988,etat,2
reglement,GE,1988,autres,2
reglement,GE,1988,eco,2
reglement,GE,1988,educ,1
reglement,GE,1988,etat,5
reglement,GE,1988,infra,3
reglement,GE,1988,sante,2
reglement,GL,1988,educ,1
reglement,JU,1988,eco,1
reglement,NE,1988,educ,1
reglement,NE,1988,etat,1
reglement,NE,1988,sante,1
reglement,NW,1988,etat,2
reglement,NW,1988,fin,1
reglement,SZ,1988,educ,1
reglement,TG,1988,educ,1
reglement,TI,1988,autres,1
reglement,TI,1988,sante,1
reglement,UR,1988,autres,1
reglement,UR,1988,etat,1
reglement,UR,1988,infra,1
reglement,UR,1988,sante,1
