# Swiss Law Collection — cantonal acts of type 'Parliamentary ordinance (decree)' by canton, year and legal domain
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
ZH,1978,1,0,0,0,0,0,0,1
AI,1979,1,0,0,0,0,0,1,2
AR,1979,1,0,0,0,0,0,0,1
BE,1979,1,0,0,0,0,0,0,1
BL,1979,1,0,0,0,0,0,0,1
GR,1979,0,0,0,0,0,0,1,1
JU,1979,0,1,0,0,0,0,0,1
OW,1979,2,0,1,0,0,1,0,4
SG,1979,1,1,1,0,2,1,0,6
SZ,1979,1,0,0,0,0,0,0,1
UR,1979,0,0,0,1,1,0,1,3
ZG,1979,0,1,0,0,0,0,0,1
AG,1980,0,0,0,0,0,0,1,1
AI,1980,0,0,0,0,0,0,2,2
BE,1980,3,1,0,0,0,0,0,4
BL,1980,0,0,0,0,1,1,0,2
BS,1980,0,0,0,1,0,0,0,1
FR,1980,3,0,0,0,0,0,0,3
GR,1980,0,1,0,0,1,0,0,2
JU,1980,2,0,0,0,0,0,0,2
NW,1980,1,0,0,0,1,0,0,2
OW,1980,2,0,0,0,0,1,1,4
SG,1980,1,0,0,1,0,0,0,2
UR,1980,0,0,1,0,0,0,0,1
ZH,1980,1,0,0,0,0,0,0,1
AG,1981,1,1,0,0,0,0,0,2
AI,1981,1,0,0,0,1,0,0,2
AR,1981,3,0,0,1,1,0,1,6
BE,1981,0,0,0,1,0,1,0,2
BL,1981,1,0,0,0,0,0,0,1
FR,1981,1,0,0,0,0,0,0,1
GL,1981,0,0,0,1,0,0,0,1
JU,1981,2,0,0,0,0,0,0,2
NW,1981,1,1,0,0,0,0,0,2
SG,1981,2,0,0,0,0,0,0,2
SH,1981,0,0,1,0,0,0,0,1
UR,1981,0,1,0,1,0,1,0,3
ZG,1981,0,1,0,0,0,0,0,1
AG,1982,0,0,0,1,0,0,0,1
BE,1982,1,0,0,0,0,0,0,1
BL,1982,0,0,0,0,0,0,1,1
FR,1982,1,0,0,0,0,0,0,1
GR,1982,1,0,1,0,0,0,0,2
LU,1982,1,0,0,0,0,0,0,1
NW,1982,1,2,0,0,0,0,0,3
OW,1982,0,0,0,1,0,0,0,1
SG,1982,1,1,4,1,0,1,0,8
SH,1982,0,0,1,0,0,0,0,1
SZ,1982,0,1,0,0,0,0,0,1
UR,1982,2,1,1,0,1,0,0,5
VD,1982,0,0,0,0,0,1,0,1
ZG,1982,0,1,0,0,0,0,0,1
AI,1983,0,1,0,0,0,0,0,1
AR,1983,0,0,0,2,0,0,0,2
BL,1983,1,3,0,0,0,1,0,5
GR,1983,1,1,1,1,0,0,0,4
LU,1983,2,1,0,0,0,0,0,3
NE,1983,1,1,0,0,0,0,1,3
NW,1983,0,0,0,2,0,0,0,2
OW,1983,0,2,0,0,0,0,0,2
SG,1983,0,1,0,1,0,0,0,2
SZ,1983,0,1,0,1,0,0,0,2
UR,1983,1,2,1,2,2,0,0,8
VD,1983,0,0,0,0,0,1,1,2
AG,1984,0,0,1,0,0,1,0,2
AI,1984,1,0,0,1,0,1,0,3
BL,1984,0,0,1,0,0,0,0,1
GL,1984,1,0,0,0,0,0,0,1
GR,1984,0,2,0,0,0,0,1,3
JU,1984,1,0,0,0,0,0,0,1
LU,1984,4,0,0,0,0,0,0,4
NW,1984,0,2,0,0,0,0,0,2
OW,1984,0,2,1,0,0,0,0,3
UR,1984,1,0,1,0,0,0,1,3
VD,1984,0,0,0,1,0,0,0,1
ZG,1984,0,0,1,0,0,0,0,1
ZH,1984,0,0,1,0,0,0,0,1
AG,1985,0,0,2,1,0,0,0,3
AR,1985,0,1,0,0,0,0,0,1
BE,1985,2,0,0,2,0,0,0,4
BL,1985,0,0,0,0,2,0,0,2
GL,1985,0,0,0,1,0,0,0,1
JU,1985,1,0,0,0,0,0,1,2
LU,1985,2,0,0,0,0,0,0,2
NE,1985,0,0,0,0,0,0,1,1
NW,1985,1,1,0,0,0,0,0,2
OW,1985,1,0,2,0,0,0,2,5
SG,1985,0,0,2,1,0,1,0,4
TI,1985,1,0,0,0,0,0,0,1
ZG,1985,0,0,0,1,1,1,0,3
AG,1986,0,0,1,1,0,0,0,2
AI,1986,0,0,0,0,0,1,1,2
AR,1986,0,0,0,0,0,0,1,1
BE,1986,1,0,0,0,0,1,0,2
GR,1986,0,1,0,0,0,1,0,2
JU,1986,2,0,0,0,0,2,2,6
LU,1986,3,0,0,0,0,1,0,4
NE,1986,0,0,0,0,0,0,1,1
NW,1986,1,0,0,2,0,0,0,3
OW,1986,1,0,0,0,0,0,1,2
SG,1986,0,3,1,2,0,1,0,7
TI,1986,0,0,0,0,0,0,1,1
UR,1986,0,1,0,0,0,0,0,1
ZG,1986,0,0,1,0,0,0,0,1
ZH,1986,1,0,0,0,0,1,0,2
AG,1987,3,0,1,0,1,0,1,6
AI,1987,0,0,0,0,0,0,2,2
BE,1987,1,0,0,0,0,0,0,1
GL,1987,1,0,0,0,0,0,1,2
JU,1987,1,0,0,0,0,0,0,1
LU,1987,3,0,0,0,0,0,0,3
NW,1987,0,0,0,0,0,1,1,2
OW,1987,0,0,2,2,0,0,2,6
SG,1987,0,2,0,2,0,0,0,4
TI,1987,0,0,1,0,0,0,0,1
UR,1987,1,0,0,0,0,0,1,2
VD,1987,2,0,0,1,0,0,0,3
ZG,1987,0,0,1,0,0,0,0,1
AG,1988,0,0,1,1,0,0,0,2
AI,1988,0,1,0,0,0,0,0,1
AR,1988,1,0,2,0,0,0,0,3
BE,1988,1,0,0,0,0,0,0,1
BS,1988,1,1,0,0,0,0,0,2
