# Swiss Law Collection — cantonal acts of type 'Regulation' by canton, year and legal domain
# counting_unit: published_copies — one count per canton whose collection publishes the act; this is the unit the site's year chart uses, so the two agree for any year
# year = enactment year; 'unknown' rows are undated laws
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
SG,1993,1,0,0,0,0,0,0,1
SO,1993,0,1,1,0,0,0,0,2
TI,1993,1,0,1,2,0,2,0,6
UR,1993,0,0,0,1,0,0,0,1
VD,1993,0,2,0,3,4,1,2,12
VS,1993,1,1,0,0,0,0,0,2
ZG,1993,0,0,1,0,0,0,0,1
AG,1994,0,0,0,4,0,0,0,4
AI,1994,0,0,0,0,0,0,1,1
BE,1994,1,0,0,0,0,0,0,1
BS,1994,0,1,0,0,0,0,0,1
FR,1994,0,0,2,1,0,1,0,4
GE,1994,0,3,1,3,4,1,1,13
GL,1994,1,0,0,0,0,0,0,1
GR,1994,0,3,0,0,0,0,0,3
JU,1994,1,1,2,0,0,0,0,4
NE,1994,0,2,1,0,0,0,0,3
SG,1994,1,0,0,0,0,0,0,1
SH,1994,1,0,0,0,0,0,0,1
SO,1994,0,0,1,0,0,0,0,1
SZ,1994,0,0,2,0,0,0,0,2
TI,1994,5,3,2,0,2,3,2,17
UR,1994,2,1,0,0,0,0,0,3
VD,1994,0,0,2,2,0,1,1,6
VS,1994,1,1,0,0,1,0,0,3
AG,1995,0,0,0,1,0,0,0,1
BE,1995,10,1,0,0,0,0,1,12
BL,1995,0,1,0,0,0,0,0,1
BS,1995,1,1,0,0,0,0,0,2
FR,1995,0,2,3,0,0,0,1,6
GE,1995,0,1,1,2,1,0,0,5
GL,1995,2,0,0,0,0,0,0,2
GR,1995,0,0,0,1,0,0,0,1
LU,1995,2,0,0,0,0,0,3,5
NE,1995,4,5,8,1,1,0,0,19
SG,1995,0,0,1,0,0,0,0,1
SH,1995,0,0,1,0,0,0,0,1
TG,1995,1,0,0,0,1,1,0,3
TI,1995,2,2,1,2,0,0,0,7
UR,1995,1,1,1,0,0,3,1,7
VD,1995,1,2,2,2,3,0,0,10
VS,1995,2,0,0,0,0,0,1,3
ZH,1995,0,0,2,0,1,0,0,3
AG,1996,0,0,0,0,0,2,0,2
BE,1996,8,0,1,0,1,0,0,10
BS,1996,0,0,2,1,0,0,0,3
FR,1996,0,0,2,1,1,1,0,5
GE,1996,5,2,1,0,1,2,0,11
GL,1996,0,0,1,0,0,0,0,1
GR,1996,0,1,0,0,0,0,0,1
JU,1996,0,1,2,0,0,0,0,3
LU,1996,1,1,0,0,0,0,0,2
NE,1996,2,2,4,1,1,1,1,12
NW,1996,1,0,2,0,0,0,1,4
SO,1996,0,0,3,0,0,0,0,3
SZ,1996,0,0,1,0,0,0,0,1
TG,1996,0,0,0,0,1,0,0,1
TI,1996,2,1,4,1,1,1,2,12
UR,1996,1,0,0,2,0,0,0,3
VD,1996,5,3,1,0,4,0,1,14
VS,1996,2,4,1,2,1,0,0,10
ZG,1996,0,0,2,0,0,0,0,2
AG,1997,0,1,4,0,0,0,0,5
BL,1997,1,0,0,0,0,0,0,1
BS,1997,0,0,0,0,1,0,0,1
FR,1997,2,0,3,0,2,0,0,7
GE,1997,3,5,3,2,1,0,5,19
GL,1997,2,0,0,0,0,0,0,2
GR,1997,1,0,0,0,0,0,0,1
LU,1997,2,0,1,0,0,0,0,3
NE,1997,1,4,2,1,4,1,0,13
NW,1997,0,0,2,1,0,0,0,3
SG,1997,1,0,0,0,0,0,0,1
SO,1997,0,2,3,0,0,0,0,5
SZ,1997,0,0,3,0,0,1,0,4
TI,1997,2,3,4,1,0,0,5,15
UR,1997,1,0,0,1,0,1,0,3
VD,1997,2,2,2,3,3,0,5,17
VS,1997,4,3,0,0,0,1,0,8
ZG,1997,2,0,2,0,0,0,0,4
ZH,1997,0,0,2,0,0,0,0,2
AG,1998,1,0,0,0,0,0,0,1
BL,1998,0,0,1,0,0,0,0,1
FR,1998,0,2,2,1,1,0,1,7
GE,1998,2,6,5,1,0,0,1,15
GR,1998,0,2,1,0,1,0,0,4
LU,1998,0,1,1,0,0,0,0,2
NE,1998,4,1,0,0,2,0,0,7
NW,1998,1,0,1,0,0,0,0,2
SG,1998,0,0,3,0,0,0,0,3
SO,1998,1,0,1,0,0,0,0,2
SZ,1998,0,0,1,0,0,0,0,1
TI,1998,2,6,4,0,6,0,2,20
UR,1998,1,2,1,1,1,1,0,7
VD,1998,0,1,1,2,4,2,0,10
VS,1998,2,1,0,0,4,0,1,8
ZG,1998,0,0,1,0,0,0,0,1
ZH,1998,1,0,8,0,0,0,0,9
AG,1999,0,2,0,0,0,0,0,2
BE,1999,0,0,2,0,0,0,0,2
BL,1999,0,0,0,0,0,1,0,1
BS,1999,0,1,0,0,0,0,0,1
FR,1999,2,3,1,1,1,1,1,10
