# Swiss Law Collection — cantonal acts of type 'Act' by canton, year and topic (full systematics depth)
# counting_unit: published_copies — one count per canton whose collection publishes the act
# year = enactment year; 'unknown' rows are undated laws
# topic = the LexFind global-systematics path at the depth the source classifies the act, French labels joined by '.' (Etat.Dispositions générales.contrôle des habitants); acts classified only at the top level appear at that depth, unclassified ones as 'Non classé'
# same counts as the canton x year x domain export next to this file, keyed on the full code instead of its first segment: for any (canton, year) the two sum to the same number
# dotted codes and labels in de/fr/it/en: api/v1/categories/global_paths.json
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,topic,number
AI,1999,"Enseignement, sciences, documentation et culture.Art, culture, sport.Encouragement à la culture",1
AI,1999,"Défense nationale, protection de la population, police.Protection de la population.Protection contre les incendies / éléments naturels.Protection contre le feu, pompiers",1
AI,1999,"Finances, Impôts, monopoles, entreprises d'état",1
AI,1999,Economie.Arts et métiers.Services.Tourisme,1
AI,2000,Etat.Autorités.Gouvernement et administration.Procédure administrative,1
AI,2000,Etat.Autorités.Protection des données,1
AI,2000,"Enseignement, sciences, documentation et culture.Art, culture, sport.Sport",1
AI,2000,Economie,1
AI,2001,"Défense nationale, protection de la population, police.Sécurité intérieure.Police.Police cantonale",1
AI,2001,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement",2
AI,2001,"Aménagement du territoire et constructions, expropriation, travaux publics, énergie, transports, environnement.Travaux publics.Marchés publics",1
AI,2001,"Santé, travail, droit des assurances sociales, logement, homes.Assistance.Aide sociale",1
AI,2002,"Finances, Impôts, monopoles, entreprises d'état",1
AI,2002,Non classé,1
AI,2003,"Santé, travail, droit des assurances sociales, logement, homes",1
AI,2003,Non classé,1
AI,2004,"Enseignement, sciences, documentation et culture",1
AI,2004,"Enseignement, sciences, documentation et culture.Degré prescolaire, école primaire, degré secondaire I.Ecole enfantine",1
AI,2005,Droit pénal.Droit pénal des mineurs et procédure pénale des mineurs,1
AI,2005,"Défense nationale, protection de la population, police.Protection de la population.Protection civile.Protection des biens culturels en temps de guerre",1
AI,2005,"Défense nationale, protection de la population, police.Sécurité intérieure.Maintien de la tranquillité et de l'ordre public.Chiens, animaux dangereux",1
AI,2006,Droit pénal,1
AI,2008,"Santé, travail, droit des assurances sociales, logement, homes.Droit des assurances sociales.Prestations complémentaires",1
AI,2008,Non classé,2
AI,2009,Etat.Dispositions générales.Etablissement et séjour.Etablissement et séjour des étrangers.intégration,1
AI,2009,"Finances, Impôts, monopoles, entreprises d'état.Finances.Contributions étatiques, subventions",1
AI,2012,Etat.Communes.Fusions communales,1
