# Swiss Law Collection — intercantonal agreement memberships, computed: one occurrence per SIGNING canton per agreement (signed by 10 cantons -> 10 occurrences)
# signatories per agreement = cantons publishing the text in their collections + cantons named in any language version's title; no scaling, no external baseline
# source: Calculs propres basés sur la base de données de l'Institut pour le fédéralisme (LexFind); https://swiss-law-as-source.github.io
canton,year,etat,sante,educ,infra,eco,fin,autres,total
BE,1951,0,0,0,2,0,0,0,2
BL,1951,0,0,0,1,0,0,0,1
FR,1951,0,0,0,1,0,0,0,1
GL,1951,0,0,0,2,0,0,0,2
GR,1951,0,0,0,2,0,0,0,2
JU,1951,0,0,0,1,0,0,0,1
LU,1951,0,0,0,2,0,0,0,2
NE,1951,0,0,0,1,0,0,0,1
NW,1951,0,0,0,1,0,0,0,1
OW,1951,0,0,0,1,0,0,0,1
SG,1951,0,0,0,4,0,0,0,4
SO,1951,0,0,0,2,0,0,0,2
SZ,1951,0,0,0,2,0,0,0,2
TI,1951,0,0,0,1,0,0,0,1
UR,1951,0,0,0,1,0,0,0,1
VD,1951,0,0,0,2,0,0,0,2
VS,1951,0,0,0,2,0,0,0,2
ZG,1951,0,0,0,2,0,0,0,2
ZH,1951,0,0,0,2,0,0,0,2
BE,1953,1,0,0,0,0,0,0,1
SO,1953,1,0,0,0,0,0,0,1
BL,1954,1,0,0,0,0,0,0,1
BS,1954,1,0,0,0,0,0,0,1
FR,1954,0,0,0,0,0,0,1,1
JU,1954,0,0,0,0,0,0,1,1
NW,1954,0,0,0,0,0,0,1,1
OW,1954,0,0,0,0,0,0,1,1
SG,1954,0,0,0,1,0,0,1,2
SZ,1954,0,0,0,1,0,0,0,1
ZG,1954,0,0,0,1,0,1,1,3
ZH,1954,0,0,0,1,0,1,0,2
AG,1955,0,0,0,1,0,4,0,5
AI,1955,0,0,0,0,1,0,0,1
AR,1955,0,0,0,0,0,0,1,1
BE,1955,0,0,0,0,0,4,0,4
GR,1955,0,0,0,0,0,1,0,1
JU,1955,0,0,0,0,0,4,0,4
SG,1955,0,0,0,0,0,4,0,4
SH,1955,0,0,0,1,0,0,0,1
SO,1955,0,0,0,0,0,4,0,4
SZ,1955,0,0,0,0,0,1,0,1
TG,1955,0,0,0,0,0,4,0,4
ZG,1955,0,0,0,0,0,1,0,1
ZH,1955,0,0,0,2,0,5,0,7
BE,1957,0,0,0,0,0,0,1,1
SH,1957,0,0,0,1,0,0,1,2
TG,1957,0,0,0,1,0,0,0,1
VD,1957,0,0,0,0,0,0,1,1
VS,1957,0,0,0,0,0,0,1,1
ZG,1957,0,0,0,0,0,0,1,1
ZH,1957,0,0,0,1,0,0,0,1
AG,1958,0,0,0,1,0,0,0,1
AI,1958,0,0,0,1,0,0,0,1
AR,1958,0,0,0,1,0,0,0,1
BE,1958,0,0,0,1,0,0,0,1
BL,1958,0,0,0,2,0,0,0,2
GL,1958,0,0,0,1,0,0,0,1
GR,1958,0,0,0,1,0,2,0,3
JU,1958,0,0,0,0,0,1,0,1
LU,1958,0,0,0,1,0,1,0,2
SG,1958,0,0,0,3,0,0,0,3
SH,1958,0,0,0,2,0,0,0,2
SO,1958,0,0,0,1,0,0,0,1
SZ,1958,0,0,0,2,0,0,0,2
TG,1958,0,0,0,1,0,2,0,3
VD,1958,0,0,0,2,0,0,0,2
ZG,1958,0,0,0,1,0,1,0,2
ZH,1958,0,0,0,4,0,0,0,4
AG,1959,0,3,0,0,0,0,2,5
BE,1959,1,3,0,0,0,0,2,6
BL,1959,0,3,0,0,0,0,2,5
BS,1959,0,3,0,0,0,0,1,4
LU,1959,0,3,0,0,0,0,2,5
NW,1959,0,3,0,1,0,0,2,6
OW,1959,0,3,0,0,0,0,2,5
SO,1959,1,3,0,0,0,0,2,6
SZ,1959,0,3,0,0,0,0,2,5
UR,1959,0,3,0,0,0,0,2,5
VD,1959,0,0,0,0,0,1,0,1
ZG,1959,0,3,0,0,0,0,2,5
BE,1960,0,0,0,1,0,0,0,1
BL,1960,0,0,0,0,0,1,0,1
FR,1960,0,0,0,1,0,0,0,1
GE,1960,0,0,0,1,0,0,0,1
JU,1960,0,0,0,1,0,0,0,1
NE,1960,0,0,0,2,0,1,0,3
SG,1960,0,0,0,0,0,1,0,1
SO,1960,0,0,0,1,0,0,0,1
VD,1960,0,0,0,1,0,1,0,2
ZH,1960,0,0,0,0,0,1,0,1
BL,1961,1,0,0,0,0,0,0,1
BS,1961,1,0,0,0,0,0,0,1
SG,1961,0,0,0,1,0,0,0,1
ZH,1961,0,0,0,1,0,0,0,1
BL,1962,0,0,0,1,0,1,0,2
BS,1962,0,0,0,1,0,0,0,1
SO,1962,0,1,0,0,0,1,0,2
BL,1963,0,0,1,0,0,0,0,1
BS,1963,0,1,0,0,0,0,0,1
SG,1963,0,0,0,0,0,1,0,1
SZ,1963,0,0,0,0,0,1,0,1
AR,1964,0,0,0,0,0,0,1,1
BE,1964,0,0,1,0,2,0,0,3
BL,1964,0,0,1,1,1,0,0,3
BS,1964,0,0,0,1,2,0,0,3
GE,1964,0,0,0,1,1,0,0,2
LU,1964,0,0,1,0,0,0,0,1
SG,1964,0,1,0,0,0,1,0,2
SO,1964,0,0,0,0,1,0,0,1
SZ,1964,0,0,1,0,0,0,0,1
TG,1964,0,1,0,0,0,0,0,1
VD,1964,0,0,0,0,1,0,0,1
ZH,1964,0,0,1,0,2,1,0,4
BS,1965,0,0,0,0,0,1,0,1
LU,1965,0,0,0,0,0,1,0,1
SG,1965,0,0,0,0,0,2,0,2
TI,1965,0,0,0,0,0,1,0,1
SG,1966,0,0,0,0,0,1,0,1
ZG,1966,0,0,0,0,0,1,0,1
AG,1967,0,0,0,1,0,0,0,1
AI,1967,1,0,0,0,0,1,0,2
AR,1967,2,0,0,2,0,1,0,5
BL,1967,1,0,0,0,0,0,0,1
BS,1967,1,0,0,0,0,0,0,1
LU,1967,0,0,0,0,0,1,0,1
NW,1967,1,0,0,0,0,0,0,1
SG,1967,0,0,0,6,0,1,0,7
SH,1967,0,0,0,0,0,1,0,1
SO,1967,0,0,0,1,0,0,0,1
