DATAFLOW,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_CONCORDATS(1.0),TI,educ,2003,1
SLC:DF_CONCORDATS(1.0),VD,educ,2003,1
SLC:DF_CONCORDATS(1.0),VD,fin,2003,2
SLC:DF_CONCORDATS(1.0),ZG,educ,2003,4
SLC:DF_CONCORDATS(1.0),ZG,etat,2003,3
SLC:DF_CONCORDATS(1.0),ZG,sante,2003,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2003,3
SLC:DF_CONCORDATS(1.0),ZH,infra,2003,1
SLC:DF_CONCORDATS(1.0),AG,educ,2004,1
SLC:DF_CONCORDATS(1.0),AG,etat,2004,1
SLC:DF_CONCORDATS(1.0),BE,eco,2004,1
SLC:DF_CONCORDATS(1.0),BE,etat,2004,1
SLC:DF_CONCORDATS(1.0),BL,educ,2004,2
SLC:DF_CONCORDATS(1.0),BL,etat,2004,1
SLC:DF_CONCORDATS(1.0),BL,sante,2004,2
SLC:DF_CONCORDATS(1.0),BS,educ,2004,2
SLC:DF_CONCORDATS(1.0),BS,etat,2004,1
SLC:DF_CONCORDATS(1.0),BS,sante,2004,2
SLC:DF_CONCORDATS(1.0),GE,etat,2004,1
SLC:DF_CONCORDATS(1.0),LU,autres,2004,1
SLC:DF_CONCORDATS(1.0),LU,educ,2004,3
SLC:DF_CONCORDATS(1.0),NE,fin,2004,1
SLC:DF_CONCORDATS(1.0),NW,educ,2004,4
SLC:DF_CONCORDATS(1.0),OW,educ,2004,2
SLC:DF_CONCORDATS(1.0),SG,educ,2004,2
SLC:DF_CONCORDATS(1.0),SG,etat,2004,2
SLC:DF_CONCORDATS(1.0),SG,fin,2004,1
SLC:DF_CONCORDATS(1.0),SO,educ,2004,1
SLC:DF_CONCORDATS(1.0),SO,etat,2004,1
SLC:DF_CONCORDATS(1.0),SZ,autres,2004,1
SLC:DF_CONCORDATS(1.0),SZ,educ,2004,3
SLC:DF_CONCORDATS(1.0),SZ,fin,2004,1
SLC:DF_CONCORDATS(1.0),UR,educ,2004,2
SLC:DF_CONCORDATS(1.0),ZG,autres,2004,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2004,5
SLC:DF_CONCORDATS(1.0),ZG,etat,2004,1
SLC:DF_CONCORDATS(1.0),ZH,autres,2004,1
SLC:DF_CONCORDATS(1.0),ZH,fin,2004,1
SLC:DF_CONCORDATS(1.0),AI,etat,2005,1
SLC:DF_CONCORDATS(1.0),AR,fin,2005,1
SLC:DF_CONCORDATS(1.0),BE,educ,2005,1
SLC:DF_CONCORDATS(1.0),BE,etat,2005,2
SLC:DF_CONCORDATS(1.0),BE,infra,2005,1
SLC:DF_CONCORDATS(1.0),BL,autres,2005,1
SLC:DF_CONCORDATS(1.0),BL,etat,2005,1
SLC:DF_CONCORDATS(1.0),BL,infra,2005,1
SLC:DF_CONCORDATS(1.0),BL,sante,2005,1
SLC:DF_CONCORDATS(1.0),BS,autres,2005,1
SLC:DF_CONCORDATS(1.0),BS,etat,2005,2
SLC:DF_CONCORDATS(1.0),BS,sante,2005,1
SLC:DF_CONCORDATS(1.0),FR,eco,2005,1
SLC:DF_CONCORDATS(1.0),FR,educ,2005,2
SLC:DF_CONCORDATS(1.0),FR,etat,2005,1
SLC:DF_CONCORDATS(1.0),GE,eco,2005,1
SLC:DF_CONCORDATS(1.0),GE,educ,2005,1
SLC:DF_CONCORDATS(1.0),GE,fin,2005,1
SLC:DF_CONCORDATS(1.0),GL,etat,2005,1
SLC:DF_CONCORDATS(1.0),GL,infra,2005,2
SLC:DF_CONCORDATS(1.0),GR,autres,2005,1
SLC:DF_CONCORDATS(1.0),GR,eco,2005,1
SLC:DF_CONCORDATS(1.0),GR,etat,2005,1
SLC:DF_CONCORDATS(1.0),LU,autres,2005,3
SLC:DF_CONCORDATS(1.0),LU,educ,2005,2
SLC:DF_CONCORDATS(1.0),LU,etat,2005,1
SLC:DF_CONCORDATS(1.0),LU,infra,2005,1
SLC:DF_CONCORDATS(1.0),NE,educ,2005,1
SLC:DF_CONCORDATS(1.0),NE,infra,2005,1
SLC:DF_CONCORDATS(1.0),NW,autres,2005,2
SLC:DF_CONCORDATS(1.0),NW,educ,2005,2
SLC:DF_CONCORDATS(1.0),NW,etat,2005,1
SLC:DF_CONCORDATS(1.0),NW,infra,2005,2
SLC:DF_CONCORDATS(1.0),SG,autres,2005,1
SLC:DF_CONCORDATS(1.0),SG,eco,2005,1
SLC:DF_CONCORDATS(1.0),SG,educ,2005,2
SLC:DF_CONCORDATS(1.0),SG,etat,2005,1
SLC:DF_CONCORDATS(1.0),SG,infra,2005,1
SLC:DF_CONCORDATS(1.0),SH,etat,2005,2
SLC:DF_CONCORDATS(1.0),SO,etat,2005,1
SLC:DF_CONCORDATS(1.0),SO,infra,2005,1
SLC:DF_CONCORDATS(1.0),SZ,autres,2005,1
SLC:DF_CONCORDATS(1.0),SZ,educ,2005,2
SLC:DF_CONCORDATS(1.0),SZ,etat,2005,1
SLC:DF_CONCORDATS(1.0),SZ,sante,2005,2
SLC:DF_CONCORDATS(1.0),TG,eco,2005,1
SLC:DF_CONCORDATS(1.0),TG,etat,2005,2
SLC:DF_CONCORDATS(1.0),TG,infra,2005,1
SLC:DF_CONCORDATS(1.0),TI,autres,2005,1
SLC:DF_CONCORDATS(1.0),TI,etat,2005,1
SLC:DF_CONCORDATS(1.0),TI,fin,2005,1
SLC:DF_CONCORDATS(1.0),UR,etat,2005,1
SLC:DF_CONCORDATS(1.0),VD,autres,2005,1
SLC:DF_CONCORDATS(1.0),VD,eco,2005,2
SLC:DF_CONCORDATS(1.0),VD,educ,2005,1
SLC:DF_CONCORDATS(1.0),VD,fin,2005,2
SLC:DF_CONCORDATS(1.0),VS,autres,2005,1
SLC:DF_CONCORDATS(1.0),VS,eco,2005,1
SLC:DF_CONCORDATS(1.0),VS,etat,2005,1
SLC:DF_CONCORDATS(1.0),ZG,autres,2005,2
SLC:DF_CONCORDATS(1.0),ZG,eco,2005,2
SLC:DF_CONCORDATS(1.0),ZG,educ,2005,2
SLC:DF_CONCORDATS(1.0),ZG,etat,2005,2
SLC:DF_CONCORDATS(1.0),ZG,infra,2005,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2005,2
SLC:DF_CONCORDATS(1.0),ZH,etat,2005,2
SLC:DF_CONCORDATS(1.0),AG,etat,2006,2
SLC:DF_CONCORDATS(1.0),AG,sante,2006,2
SLC:DF_CONCORDATS(1.0),AR,educ,2006,1
SLC:DF_CONCORDATS(1.0),BE,educ,2006,2
SLC:DF_CONCORDATS(1.0),BE,etat,2006,1
SLC:DF_CONCORDATS(1.0),BL,educ,2006,2
SLC:DF_CONCORDATS(1.0),BL,infra,2006,1
SLC:DF_CONCORDATS(1.0),BL,sante,2006,1
SLC:DF_CONCORDATS(1.0),BS,educ,2006,2
SLC:DF_CONCORDATS(1.0),BS,sante,2006,2
SLC:DF_CONCORDATS(1.0),FR,autres,2006,2
SLC:DF_CONCORDATS(1.0),GE,eco,2006,1
SLC:DF_CONCORDATS(1.0),JU,educ,2006,1
SLC:DF_CONCORDATS(1.0),LU,educ,2006,1
SLC:DF_CONCORDATS(1.0),LU,infra,2006,1
SLC:DF_CONCORDATS(1.0),NE,eco,2006,1
SLC:DF_CONCORDATS(1.0),NW,educ,2006,1
SLC:DF_CONCORDATS(1.0),OW,educ,2006,2
SLC:DF_CONCORDATS(1.0),SG,educ,2006,2
SLC:DF_CONCORDATS(1.0),SG,etat,2006,2
SLC:DF_CONCORDATS(1.0),SG,sante,2006,2
SLC:DF_CONCORDATS(1.0),SH,autres,2006,1
SLC:DF_CONCORDATS(1.0),SZ,infra,2006,1
SLC:DF_CONCORDATS(1.0),TG,educ,2006,1
SLC:DF_CONCORDATS(1.0),TI,educ,2006,2
SLC:DF_CONCORDATS(1.0),VD,educ,2006,2
SLC:DF_CONCORDATS(1.0),VS,etat,2006,1
SLC:DF_CONCORDATS(1.0),ZG,eco,2006,1
SLC:DF_CONCORDATS(1.0),ZG,sante,2006,1
SLC:DF_CONCORDATS(1.0),ZH,autres,2006,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2006,1
SLC:DF_CONCORDATS(1.0),ZH,etat,2006,1
SLC:DF_CONCORDATS(1.0),ZH,sante,2006,2
SLC:DF_CONCORDATS(1.0),AG,educ,2007,1
SLC:DF_CONCORDATS(1.0),AG,etat,2007,2
SLC:DF_CONCORDATS(1.0),AI,educ,2007,1
SLC:DF_CONCORDATS(1.0),AR,educ,2007,2
SLC:DF_CONCORDATS(1.0),BE,educ,2007,4
SLC:DF_CONCORDATS(1.0),BL,educ,2007,3
SLC:DF_CONCORDATS(1.0),BL,infra,2007,1
SLC:DF_CONCORDATS(1.0),BS,educ,2007,3
SLC:DF_CONCORDATS(1.0),FR,educ,2007,3
SLC:DF_CONCORDATS(1.0),GE,autres,2007,1
SLC:DF_CONCORDATS(1.0),GE,educ,2007,3
SLC:DF_CONCORDATS(1.0),GL,autres,2007,2
SLC:DF_CONCORDATS(1.0),GL,educ,2007,4
SLC:DF_CONCORDATS(1.0),GR,educ,2007,1
SLC:DF_CONCORDATS(1.0),JU,educ,2007,1
SLC:DF_CONCORDATS(1.0),LU,autres,2007,1
SLC:DF_CONCORDATS(1.0),NE,educ,2007,2
SLC:DF_CONCORDATS(1.0),NE,etat,2007,1
SLC:DF_CONCORDATS(1.0),NW,sante,2007,2
SLC:DF_CONCORDATS(1.0),SG,autres,2007,1
SLC:DF_CONCORDATS(1.0),SG,educ,2007,2
SLC:DF_CONCORDATS(1.0),SH,educ,2007,1
SLC:DF_CONCORDATS(1.0),SO,educ,2007,2
SLC:DF_CONCORDATS(1.0),SZ,educ,2007,1
SLC:DF_CONCORDATS(1.0),TG,autres,2007,1
SLC:DF_CONCORDATS(1.0),TG,educ,2007,1
SLC:DF_CONCORDATS(1.0),TI,autres,2007,2
SLC:DF_CONCORDATS(1.0),VD,educ,2007,2
SLC:DF_CONCORDATS(1.0),VD,etat,2007,1
SLC:DF_CONCORDATS(1.0),VS,educ,2007,3
SLC:DF_CONCORDATS(1.0),ZG,educ,2007,2
SLC:DF_CONCORDATS(1.0),ZH,autres,2007,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2007,2
SLC:DF_CONCORDATS(1.0),ZH,etat,2007,2
SLC:DF_CONCORDATS(1.0),ZH,sante,2007,1
SLC:DF_CONCORDATS(1.0),AG,sante,2008,1
SLC:DF_CONCORDATS(1.0),AR,sante,2008,1
SLC:DF_CONCORDATS(1.0),BE,educ,2008,2
SLC:DF_CONCORDATS(1.0),BE,sante,2008,1
SLC:DF_CONCORDATS(1.0),BL,etat,2008,1
SLC:DF_CONCORDATS(1.0),BS,etat,2008,1
SLC:DF_CONCORDATS(1.0),BS,sante,2008,1
SLC:DF_CONCORDATS(1.0),FR,sante,2008,1
SLC:DF_CONCORDATS(1.0),GL,etat,2008,1
SLC:DF_CONCORDATS(1.0),GR,sante,2008,1
SLC:DF_CONCORDATS(1.0),JU,educ,2008,2
SLC:DF_CONCORDATS(1.0),LU,eco,2008,1
SLC:DF_CONCORDATS(1.0),LU,sante,2008,1
SLC:DF_CONCORDATS(1.0),NE,educ,2008,1
SLC:DF_CONCORDATS(1.0),SG,etat,2008,1
SLC:DF_CONCORDATS(1.0),SZ,sante,2008,1
SLC:DF_CONCORDATS(1.0),TG,etat,2008,1
SLC:DF_CONCORDATS(1.0),TI,sante,2008,1
SLC:DF_CONCORDATS(1.0),VD,sante,2008,3
SLC:DF_CONCORDATS(1.0),VS,autres,2008,1
SLC:DF_CONCORDATS(1.0),VS,etat,2008,1
SLC:DF_CONCORDATS(1.0),VS,sante,2008,3
SLC:DF_CONCORDATS(1.0),ZH,educ,2008,3
SLC:DF_CONCORDATS(1.0),ZH,sante,2008,1
SLC:DF_CONCORDATS(1.0),AG,etat,2009,1
SLC:DF_CONCORDATS(1.0),AI,etat,2009,1
SLC:DF_CONCORDATS(1.0),AR,educ,2009,2
SLC:DF_CONCORDATS(1.0),AR,etat,2009,1
SLC:DF_CONCORDATS(1.0),BE,etat,2009,1
SLC:DF_CONCORDATS(1.0),BL,educ,2009,2
SLC:DF_CONCORDATS(1.0),BL,etat,2009,2
SLC:DF_CONCORDATS(1.0),BS,educ,2009,1
SLC:DF_CONCORDATS(1.0),BS,etat,2009,1
SLC:DF_CONCORDATS(1.0),FR,educ,2009,1
SLC:DF_CONCORDATS(1.0),FR,etat,2009,1
SLC:DF_CONCORDATS(1.0),GE,educ,2009,1
SLC:DF_CONCORDATS(1.0),GE,etat,2009,1
SLC:DF_CONCORDATS(1.0),GL,etat,2009,1
SLC:DF_CONCORDATS(1.0),GR,educ,2009,1
SLC:DF_CONCORDATS(1.0),LU,educ,2009,1
SLC:DF_CONCORDATS(1.0),LU,etat,2009,2
SLC:DF_CONCORDATS(1.0),LU,infra,2009,1
SLC:DF_CONCORDATS(1.0),NW,sante,2009,1
SLC:DF_CONCORDATS(1.0),OW,etat,2009,1
SLC:DF_CONCORDATS(1.0),SG,etat,2009,1
SLC:DF_CONCORDATS(1.0),SZ,etat,2009,2
SLC:DF_CONCORDATS(1.0),TG,educ,2009,1
SLC:DF_CONCORDATS(1.0),TG,etat,2009,1
SLC:DF_CONCORDATS(1.0),TG,sante,2009,1
SLC:DF_CONCORDATS(1.0),TI,etat,2009,1
SLC:DF_CONCORDATS(1.0),VD,educ,2009,1
SLC:DF_CONCORDATS(1.0),VS,etat,2009,1
SLC:DF_CONCORDATS(1.0),ZG,etat,2009,2
SLC:DF_CONCORDATS(1.0),ZG,infra,2009,3
SLC:DF_CONCORDATS(1.0),ZH,educ,2009,1
SLC:DF_CONCORDATS(1.0),ZH,infra,2009,1
SLC:DF_CONCORDATS(1.0),AG,educ,2010,1
SLC:DF_CONCORDATS(1.0),AI,autres,2010,2
SLC:DF_CONCORDATS(1.0),AI,etat,2010,1
SLC:DF_CONCORDATS(1.0),AR,educ,2010,1
SLC:DF_CONCORDATS(1.0),BE,educ,2010,2
SLC:DF_CONCORDATS(1.0),BL,educ,2010,2
SLC:DF_CONCORDATS(1.0),BS,educ,2010,1
SLC:DF_CONCORDATS(1.0),BS,etat,2010,1
SLC:DF_CONCORDATS(1.0),FR,sante,2010,1
SLC:DF_CONCORDATS(1.0),GE,autres,2010,1
SLC:DF_CONCORDATS(1.0),GL,educ,2010,1
SLC:DF_CONCORDATS(1.0),LU,etat,2010,1
SLC:DF_CONCORDATS(1.0),NE,sante,2010,1
SLC:DF_CONCORDATS(1.0),NW,etat,2010,1
SLC:DF_CONCORDATS(1.0),SG,educ,2010,2
SLC:DF_CONCORDATS(1.0),TG,educ,2010,1
SLC:DF_CONCORDATS(1.0),TI,autres,2010,2
SLC:DF_CONCORDATS(1.0),VD,sante,2010,1
SLC:DF_CONCORDATS(1.0),VS,educ,2010,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2010,1
SLC:DF_CONCORDATS(1.0),ZG,etat,2010,2
SLC:DF_CONCORDATS(1.0),ZH,etat,2010,1
SLC:DF_CONCORDATS(1.0),BE,autres,2011,1
SLC:DF_CONCORDATS(1.0),BE,educ,2011,1
SLC:DF_CONCORDATS(1.0),BL,autres,2011,1
SLC:DF_CONCORDATS(1.0),BL,eco,2011,1
SLC:DF_CONCORDATS(1.0),BL,etat,2011,2
SLC:DF_CONCORDATS(1.0),BS,autres,2011,1
SLC:DF_CONCORDATS(1.0),BS,eco,2011,1
SLC:DF_CONCORDATS(1.0),BS,etat,2011,1
SLC:DF_CONCORDATS(1.0),FR,autres,2011,1
SLC:DF_CONCORDATS(1.0),NW,educ,2011,2
SLC:DF_CONCORDATS(1.0),OW,educ,2011,2
SLC:DF_CONCORDATS(1.0),SG,educ,2011,1
SLC:DF_CONCORDATS(1.0),SG,infra,2011,1
SLC:DF_CONCORDATS(1.0),VD,autres,2011,1
SLC:DF_CONCORDATS(1.0),VS,educ,2011,1
SLC:DF_CONCORDATS(1.0),VS,sante,2011,1
SLC:DF_CONCORDATS(1.0),ZG,autres,2011,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2011,1
SLC:DF_CONCORDATS(1.0),AG,sante,2012,1
SLC:DF_CONCORDATS(1.0),AI,etat,2012,1
SLC:DF_CONCORDATS(1.0),AR,infra,2012,1
SLC:DF_CONCORDATS(1.0),BE,educ,2012,1
SLC:DF_CONCORDATS(1.0),BL,educ,2012,1
SLC:DF_CONCORDATS(1.0),BS,educ,2012,1
SLC:DF_CONCORDATS(1.0),GL,infra,2012,1
SLC:DF_CONCORDATS(1.0),LU,educ,2012,4
SLC:DF_CONCORDATS(1.0),LU,infra,2012,1
SLC:DF_CONCORDATS(1.0),NW,educ,2012,2
SLC:DF_CONCORDATS(1.0),OW,educ,2012,2
SLC:DF_CONCORDATS(1.0),SG,infra,2012,1
SLC:DF_CONCORDATS(1.0),SO,educ,2012,1
SLC:DF_CONCORDATS(1.0),VD,educ,2012,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2012,2
SLC:DF_CONCORDATS(1.0),ZH,educ,2012,1
SLC:DF_CONCORDATS(1.0),AG,eco,2013,1
SLC:DF_CONCORDATS(1.0),AG,educ,2013,1
SLC:DF_CONCORDATS(1.0),AG,infra,2013,1
SLC:DF_CONCORDATS(1.0),BE,eco,2013,2
SLC:DF_CONCORDATS(1.0),BE,educ,2013,2
SLC:DF_CONCORDATS(1.0),BL,eco,2013,2
SLC:DF_CONCORDATS(1.0),BL,educ,2013,1
SLC:DF_CONCORDATS(1.0),BS,eco,2013,1
SLC:DF_CONCORDATS(1.0),BS,educ,2013,1
SLC:DF_CONCORDATS(1.0),FR,autres,2013,1
SLC:DF_CONCORDATS(1.0),FR,sante,2013,1
SLC:DF_CONCORDATS(1.0),GE,autres,2013,1
SLC:DF_CONCORDATS(1.0),GE,educ,2013,1
SLC:DF_CONCORDATS(1.0),GL,educ,2013,1
SLC:DF_CONCORDATS(1.0),GR,educ,2013,1
SLC:DF_CONCORDATS(1.0),JU,educ,2013,1
SLC:DF_CONCORDATS(1.0),LU,etat,2013,1
SLC:DF_CONCORDATS(1.0),LU,sante,2013,1
SLC:DF_CONCORDATS(1.0),NE,autres,2013,1
SLC:DF_CONCORDATS(1.0),NE,educ,2013,1
SLC:DF_CONCORDATS(1.0),NW,etat,2013,1
SLC:DF_CONCORDATS(1.0),NW,sante,2013,1
SLC:DF_CONCORDATS(1.0),OW,sante,2013,1
SLC:DF_CONCORDATS(1.0),SG,educ,2013,1
SLC:DF_CONCORDATS(1.0),SO,educ,2013,1
SLC:DF_CONCORDATS(1.0),SZ,sante,2013,1
SLC:DF_CONCORDATS(1.0),TG,educ,2013,1
SLC:DF_CONCORDATS(1.0),TG,etat,2013,1
SLC:DF_CONCORDATS(1.0),TI,autres,2013,1
SLC:DF_CONCORDATS(1.0),TI,sante,2013,1
SLC:DF_CONCORDATS(1.0),UR,sante,2013,1
SLC:DF_CONCORDATS(1.0),VD,sante,2013,1
SLC:DF_CONCORDATS(1.0),VS,autres,2013,2
SLC:DF_CONCORDATS(1.0),VS,educ,2013,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2013,2
SLC:DF_CONCORDATS(1.0),ZG,sante,2013,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2013,1
SLC:DF_CONCORDATS(1.0),ZH,etat,2013,2
SLC:DF_CONCORDATS(1.0),ZH,infra,2013,2
SLC:DF_CONCORDATS(1.0),AG,eco,2014,1
SLC:DF_CONCORDATS(1.0),AG,educ,2014,1
SLC:DF_CONCORDATS(1.0),AG,etat,2014,1
SLC:DF_CONCORDATS(1.0),AG,sante,2014,1
SLC:DF_CONCORDATS(1.0),BE,educ,2014,1
SLC:DF_CONCORDATS(1.0),BE,sante,2014,1
SLC:DF_CONCORDATS(1.0),BL,educ,2014,1
SLC:DF_CONCORDATS(1.0),BL,infra,2014,2
SLC:DF_CONCORDATS(1.0),BS,educ,2014,1
SLC:DF_CONCORDATS(1.0),BS,infra,2014,1
SLC:DF_CONCORDATS(1.0),BS,sante,2014,1
SLC:DF_CONCORDATS(1.0),FR,sante,2014,1
SLC:DF_CONCORDATS(1.0),GE,autres,2014,1
SLC:DF_CONCORDATS(1.0),GE,sante,2014,1
SLC:DF_CONCORDATS(1.0),GL,sante,2014,1
SLC:DF_CONCORDATS(1.0),LU,educ,2014,1
SLC:DF_CONCORDATS(1.0),LU,sante,2014,1
SLC:DF_CONCORDATS(1.0),NE,etat,2014,1
SLC:DF_CONCORDATS(1.0),NE,infra,2014,1
SLC:DF_CONCORDATS(1.0),SG,educ,2014,1
SLC:DF_CONCORDATS(1.0),SO,educ,2014,1
SLC:DF_CONCORDATS(1.0),SZ,sante,2014,1
SLC:DF_CONCORDATS(1.0),TG,sante,2014,1
SLC:DF_CONCORDATS(1.0),VS,educ,2014,1
SLC:DF_CONCORDATS(1.0),VS,sante,2014,1
SLC:DF_CONCORDATS(1.0),ZG,educ,2014,1
SLC:DF_CONCORDATS(1.0),ZG,sante,2014,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2014,1
SLC:DF_CONCORDATS(1.0),AG,infra,2015,1
SLC:DF_CONCORDATS(1.0),AG,sante,2015,1
SLC:DF_CONCORDATS(1.0),BE,educ,2015,1
SLC:DF_CONCORDATS(1.0),BL,autres,2015,1
SLC:DF_CONCORDATS(1.0),BL,eco,2015,1
SLC:DF_CONCORDATS(1.0),BL,educ,2015,1
SLC:DF_CONCORDATS(1.0),BS,educ,2015,1
SLC:DF_CONCORDATS(1.0),FR,sante,2015,1
SLC:DF_CONCORDATS(1.0),JU,eco,2015,1
SLC:DF_CONCORDATS(1.0),JU,educ,2015,1
SLC:DF_CONCORDATS(1.0),NE,educ,2015,1
SLC:DF_CONCORDATS(1.0),NW,educ,2015,1
SLC:DF_CONCORDATS(1.0),SG,etat,2015,1
SLC:DF_CONCORDATS(1.0),SG,sante,2015,1
SLC:DF_CONCORDATS(1.0),SH,educ,2015,1
SLC:DF_CONCORDATS(1.0),SO,sante,2015,1
SLC:DF_CONCORDATS(1.0),SZ,educ,2015,1
SLC:DF_CONCORDATS(1.0),ZG,infra,2015,1
SLC:DF_CONCORDATS(1.0),ZG,sante,2015,1
SLC:DF_CONCORDATS(1.0),ZH,educ,2015,1
SLC:DF_CONCORDATS(1.0),AR,sante,2016,1
SLC:DF_CONCORDATS(1.0),BL,educ,2016,2
SLC:DF_CONCORDATS(1.0),BL,sante,2016,2
SLC:DF_CONCORDATS(1.0),BS,sante,2016,2
SLC:DF_CONCORDATS(1.0),SG,sante,2016,1
SLC:DF_CONCORDATS(1.0),SO,educ,2016,2
SLC:DF_CONCORDATS(1.0),TG,sante,2016,1
SLC:DF_CONCORDATS(1.0),ZH,sante,2016,1
SLC:DF_CONCORDATS(1.0),AG,autres,2017,1
SLC:DF_CONCORDATS(1.0),BL,educ,2017,1
SLC:DF_CONCORDATS(1.0),FR,eco,2017,1
SLC:DF_CONCORDATS(1.0),GE,autres,2017,3
SLC:DF_CONCORDATS(1.0),JU,educ,2017,1
SLC:DF_CONCORDATS(1.0),SO,autres,2017,1
SLC:DF_CONCORDATS(1.0),VD,autres,2017,1
SLC:DF_CONCORDATS(1.0),VS,etat,2017,1
SLC:DF_CONCORDATS(1.0),VS,sante,2017,2
SLC:DF_CONCORDATS(1.0),AG,infra,2018,1
SLC:DF_CONCORDATS(1.0),AR,eco,2018,1
SLC:DF_CONCORDATS(1.0),BL,eco,2018,1
SLC:DF_CONCORDATS(1.0),BL,sante,2018,1
SLC:DF_CONCORDATS(1.0),BS,eco,2018,1
SLC:DF_CONCORDATS(1.0),BS,sante,2018,1
SLC:DF_CONCORDATS(1.0),FR,infra,2018,2
SLC:DF_CONCORDATS(1.0),GE,infra,2018,1
SLC:DF_CONCORDATS(1.0),GL,eco,2018,1
SLC:DF_CONCORDATS(1.0),GL,sante,2018,1
SLC:DF_CONCORDATS(1.0),NE,autres,2018,2
SLC:DF_CONCORDATS(1.0),NW,etat,2018,1
SLC:DF_CONCORDATS(1.0),SG,eco,2018,2
SLC:DF_CONCORDATS(1.0),TG,eco,2018,1
SLC:DF_CONCORDATS(1.0),TG,sante,2018,1
SLC:DF_CONCORDATS(1.0),VD,infra,2018,2
SLC:DF_CONCORDATS(1.0),VD,sante,2018,1
SLC:DF_CONCORDATS(1.0),VS,eco,2018,2
SLC:DF_CONCORDATS(1.0),ZG,eco,2018,1
SLC:DF_CONCORDATS(1.0),AG,educ,2019,1
SLC:DF_CONCORDATS(1.0),AG,etat,2019,2
SLC:DF_CONCORDATS(1.0),AI,educ,2019,1
SLC:DF_CONCORDATS(1.0),AR,etat,2019,1
SLC:DF_CONCORDATS(1.0),BE,etat,2019,3
SLC:DF_CONCORDATS(1.0),BL,etat,2019,2
SLC:DF_CONCORDATS(1.0),BL,infra,2019,1
SLC:DF_CONCORDATS(1.0),BS,etat,2019,1
SLC:DF_CONCORDATS(1.0),BS,infra,2019,1
SLC:DF_CONCORDATS(1.0),FR,etat,2019,2
SLC:DF_CONCORDATS(1.0),GE,eco,2019,1
SLC:DF_CONCORDATS(1.0),GR,eco,2019,1
SLC:DF_CONCORDATS(1.0),NE,eco,2019,1
SLC:DF_CONCORDATS(1.0),SG,autres,2019,1
SLC:DF_CONCORDATS(1.0),SG,educ,2019,2
SLC:DF_CONCORDATS(1.0),SG,etat,2019,1
SLC:DF_CONCORDATS(1.0),SO,etat,2019,1
SLC:DF_CONCORDATS(1.0),SZ,sante,2019,1
SLC:DF_CONCORDATS(1.0),TG,educ,2019,1
SLC:DF_CONCORDATS(1.0),TG,sante,2019,1
SLC:DF_CONCORDATS(1.0),VD,eco,2019,1
SLC:DF_CONCORDATS(1.0),VD,infra,2019,1
SLC:DF_CONCORDATS(1.0),VS,eco,2019,1
SLC:DF_CONCORDATS(1.0),ZG,infra,2019,1
SLC:DF_CONCORDATS(1.0),AG,etat,2020,1
SLC:DF_CONCORDATS(1.0),BL,etat,2020,1
SLC:DF_CONCORDATS(1.0),BS,etat,2020,1
SLC:DF_CONCORDATS(1.0),FR,autres,2020,1
SLC:DF_CONCORDATS(1.0),GL,sante,2020,1
SLC:DF_CONCORDATS(1.0),NW,autres,2020,1
SLC:DF_CONCORDATS(1.0),SG,sante,2020,1
SLC:DF_CONCORDATS(1.0),ZH,etat,2020,1
SLC:DF_CONCORDATS(1.0),AG,etat,2021,1
SLC:DF_CONCORDATS(1.0),AG,infra,2021,1
SLC:DF_CONCORDATS(1.0),BE,etat,2021,1
SLC:DF_CONCORDATS(1.0),FR,etat,2021,1
SLC:DF_CONCORDATS(1.0),LU,infra,2021,1
SLC:DF_CONCORDATS(1.0),SG,educ,2021,2
SLC:DF_CONCORDATS(1.0),VD,educ,2021,1
SLC:DF_CONCORDATS(1.0),ZG,autres,2021,1
SLC:DF_CONCORDATS(1.0),AG,etat,2022,1
SLC:DF_CONCORDATS(1.0),BE,educ,2022,2
SLC:DF_CONCORDATS(1.0),BL,etat,2022,1
SLC:DF_CONCORDATS(1.0),BS,etat,2022,1
SLC:DF_CONCORDATS(1.0),FR,autres,2022,1
SLC:DF_CONCORDATS(1.0),FR,educ,2022,1
SLC:DF_CONCORDATS(1.0),JU,educ,2022,1
SLC:DF_CONCORDATS(1.0),NE,educ,2022,1
SLC:DF_CONCORDATS(1.0),SH,infra,2022,1
SLC:DF_CONCORDATS(1.0),SO,educ,2022,1
SLC:DF_CONCORDATS(1.0),SZ,infra,2022,1
SLC:DF_CONCORDATS(1.0),TG,educ,2022,1
SLC:DF_CONCORDATS(1.0),VD,educ,2022,1
SLC:DF_CONCORDATS(1.0),VD,infra,2022,1
SLC:DF_CONCORDATS(1.0),ZG,infra,2022,1
