DATAFLOW,INSTRUMENT_TYPE,CANTON,DOMAIN,TIME_PERIOD,OBS_VALUE
SLC:DF_LAWS(1.0),dekret,BS,etat,2003,1
SLC:DF_LAWS(1.0),dekret,FR,etat,2003,11
SLC:DF_LAWS(1.0),dekret,FR,sante,2003,1
SLC:DF_LAWS(1.0),dekret,GL,educ,2003,1
SLC:DF_LAWS(1.0),dekret,LU,autres,2003,1
SLC:DF_LAWS(1.0),dekret,LU,etat,2003,1
SLC:DF_LAWS(1.0),dekret,NE,etat,2003,1
SLC:DF_LAWS(1.0),dekret,NW,educ,2003,1
SLC:DF_LAWS(1.0),dekret,NW,etat,2003,1
SLC:DF_LAWS(1.0),dekret,OW,educ,2003,2
SLC:DF_LAWS(1.0),dekret,OW,infra,2003,1
SLC:DF_LAWS(1.0),dekret,OW,sante,2003,3
SLC:DF_LAWS(1.0),dekret,SG,educ,2003,3
SLC:DF_LAWS(1.0),dekret,SG,infra,2003,1
SLC:DF_LAWS(1.0),dekret,SG,sante,2003,1
SLC:DF_LAWS(1.0),dekret,SH,etat,2003,1
SLC:DF_LAWS(1.0),dekret,SZ,infra,2003,2
SLC:DF_LAWS(1.0),dekret,TI,autres,2003,1
SLC:DF_LAWS(1.0),dekret,TI,educ,2003,3
SLC:DF_LAWS(1.0),dekret,TI,sante,2003,1
SLC:DF_LAWS(1.0),dekret,UR,autres,2003,1
SLC:DF_LAWS(1.0),dekret,UR,educ,2003,1
SLC:DF_LAWS(1.0),dekret,VD,etat,2003,2
SLC:DF_LAWS(1.0),dekret,VD,fin,2003,1
SLC:DF_LAWS(1.0),dekret,VS,fin,2003,1
SLC:DF_LAWS(1.0),dekret,ZG,educ,2003,1
SLC:DF_LAWS(1.0),dekret,ZG,etat,2003,1
SLC:DF_LAWS(1.0),dekret,ZG,fin,2003,2
SLC:DF_LAWS(1.0),dekret,ZG,infra,2003,1
SLC:DF_LAWS(1.0),dekret,ZH,autres,2003,1
SLC:DF_LAWS(1.0),gemeindeerlass,BS,educ,2003,1
SLC:DF_LAWS(1.0),gemeindeerlass,BS,etat,2003,5
SLC:DF_LAWS(1.0),gemeindeerlass,BS,sante,2003,1
SLC:DF_LAWS(1.0),gesetz,AG,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,AG,sante,2003,1
SLC:DF_LAWS(1.0),gesetz,AI,autres,2003,1
SLC:DF_LAWS(1.0),gesetz,AI,sante,2003,1
SLC:DF_LAWS(1.0),gesetz,AR,eco,2003,1
SLC:DF_LAWS(1.0),gesetz,AR,infra,2003,2
SLC:DF_LAWS(1.0),gesetz,BE,educ,2003,2
SLC:DF_LAWS(1.0),gesetz,BE,fin,2003,1
SLC:DF_LAWS(1.0),gesetz,BE,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,BE,sante,2003,2
SLC:DF_LAWS(1.0),gesetz,BL,eco,2003,1
SLC:DF_LAWS(1.0),gesetz,BL,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,BL,fin,2003,2
SLC:DF_LAWS(1.0),gesetz,BL,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,BS,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,BS,fin,2003,1
SLC:DF_LAWS(1.0),gesetz,FR,autres,2003,1
SLC:DF_LAWS(1.0),gesetz,FR,eco,2003,1
SLC:DF_LAWS(1.0),gesetz,FR,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,FR,etat,2003,3
SLC:DF_LAWS(1.0),gesetz,FR,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,GE,autres,2003,1
SLC:DF_LAWS(1.0),gesetz,GE,educ,2003,3
SLC:DF_LAWS(1.0),gesetz,GE,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,GE,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,GE,sante,2003,2
SLC:DF_LAWS(1.0),gesetz,GL,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,GL,fin,2003,1
SLC:DF_LAWS(1.0),gesetz,GR,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,JU,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,LU,autres,2003,1
SLC:DF_LAWS(1.0),gesetz,LU,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,LU,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,LU,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,NE,autres,2003,2
SLC:DF_LAWS(1.0),gesetz,NE,eco,2003,1
SLC:DF_LAWS(1.0),gesetz,NE,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,NE,sante,2003,2
SLC:DF_LAWS(1.0),gesetz,NW,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,OW,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,SH,eco,2003,1
SLC:DF_LAWS(1.0),gesetz,SH,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,SH,fin,2003,1
SLC:DF_LAWS(1.0),gesetz,SO,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,SO,sante,2003,1
SLC:DF_LAWS(1.0),gesetz,SZ,sante,2003,2
SLC:DF_LAWS(1.0),gesetz,TI,eco,2003,3
SLC:DF_LAWS(1.0),gesetz,TI,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,TI,sante,2003,1
SLC:DF_LAWS(1.0),gesetz,UR,sante,2003,1
SLC:DF_LAWS(1.0),gesetz,VD,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,VD,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,VD,fin,2003,1
SLC:DF_LAWS(1.0),gesetz,VD,sante,2003,3
SLC:DF_LAWS(1.0),gesetz,VS,educ,2003,1
SLC:DF_LAWS(1.0),gesetz,VS,infra,2003,1
SLC:DF_LAWS(1.0),gesetz,VS,sante,2003,2
SLC:DF_LAWS(1.0),gesetz,ZG,autres,2003,1
SLC:DF_LAWS(1.0),gesetz,ZG,eco,2003,1
SLC:DF_LAWS(1.0),gesetz,ZG,etat,2003,1
SLC:DF_LAWS(1.0),gesetz,ZG,sante,2003,3
SLC:DF_LAWS(1.0),gesetz,ZH,autres,2003,1
SLC:DF_LAWS(1.0),gesetz,ZH,etat,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AG,educ,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AG,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AG,sante,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AI,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,AR,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BE,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BE,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,eco,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BL,sante,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BS,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,BS,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,FR,autres,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,FR,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,FR,fin,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GE,autres,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GE,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,GL,infra,2003,5
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,JU,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,LU,educ,2003,4
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,LU,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,LU,infra,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,LU,sante,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NE,autres,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NE,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NW,educ,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NW,etat,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,NW,sante,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,OW,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,OW,etat,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,OW,infra,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,OW,sante,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SG,educ,2003,5
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SG,infra,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SH,educ,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SO,sante,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,educ,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,SZ,infra,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TG,educ,2003,4
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,TI,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,UR,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,UR,etat,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,UR,sante,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VD,eco,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VD,educ,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VD,fin,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VS,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,VS,sante,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZG,educ,2003,4
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZG,etat,2003,3
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZG,sante,2003,1
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,educ,2003,2
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,ZH,infra,2003,1
SLC:DF_LAWS(1.0),reglement,AI,autres,2003,1
SLC:DF_LAWS(1.0),reglement,BE,etat,2003,1
SLC:DF_LAWS(1.0),reglement,BL,educ,2003,1
SLC:DF_LAWS(1.0),reglement,BS,etat,2003,3
SLC:DF_LAWS(1.0),reglement,FR,eco,2003,1
SLC:DF_LAWS(1.0),reglement,FR,educ,2003,3
SLC:DF_LAWS(1.0),reglement,GE,autres,2003,3
SLC:DF_LAWS(1.0),reglement,GE,eco,2003,1
SLC:DF_LAWS(1.0),reglement,GE,educ,2003,2
SLC:DF_LAWS(1.0),reglement,GE,etat,2003,3
SLC:DF_LAWS(1.0),reglement,GE,infra,2003,4
SLC:DF_LAWS(1.0),reglement,GE,sante,2003,2
SLC:DF_LAWS(1.0),reglement,GL,autres,2003,1
SLC:DF_LAWS(1.0),reglement,GL,educ,2003,2
SLC:DF_LAWS(1.0),reglement,GL,etat,2003,1
SLC:DF_LAWS(1.0),reglement,GR,eco,2003,2
SLC:DF_LAWS(1.0),reglement,GR,educ,2003,1
SLC:DF_LAWS(1.0),reglement,JU,autres,2003,1
SLC:DF_LAWS(1.0),reglement,JU,educ,2003,2
SLC:DF_LAWS(1.0),reglement,LU,educ,2003,3
SLC:DF_LAWS(1.0),reglement,LU,sante,2003,1
SLC:DF_LAWS(1.0),reglement,NE,eco,2003,1
SLC:DF_LAWS(1.0),reglement,NE,educ,2003,5
SLC:DF_LAWS(1.0),reglement,NE,etat,2003,7
SLC:DF_LAWS(1.0),reglement,NE,fin,2003,1
SLC:DF_LAWS(1.0),reglement,NE,sante,2003,1
SLC:DF_LAWS(1.0),reglement,OW,educ,2003,1
SLC:DF_LAWS(1.0),reglement,SO,educ,2003,1
SLC:DF_LAWS(1.0),reglement,SO,etat,2003,2
SLC:DF_LAWS(1.0),reglement,SO,sante,2003,1
SLC:DF_LAWS(1.0),reglement,SZ,sante,2003,1
SLC:DF_LAWS(1.0),reglement,TG,educ,2003,5
SLC:DF_LAWS(1.0),reglement,TG,sante,2003,6
SLC:DF_LAWS(1.0),reglement,TI,eco,2003,3
SLC:DF_LAWS(1.0),reglement,TI,educ,2003,1
SLC:DF_LAWS(1.0),reglement,TI,etat,2003,5
SLC:DF_LAWS(1.0),reglement,TI,infra,2003,2
SLC:DF_LAWS(1.0),reglement,TI,sante,2003,3
SLC:DF_LAWS(1.0),reglement,UR,autres,2003,1
SLC:DF_LAWS(1.0),reglement,UR,eco,2003,1
SLC:DF_LAWS(1.0),reglement,UR,educ,2003,1
SLC:DF_LAWS(1.0),reglement,UR,etat,2003,2
SLC:DF_LAWS(1.0),reglement,UR,infra,2003,1
SLC:DF_LAWS(1.0),reglement,VD,autres,2003,4
SLC:DF_LAWS(1.0),reglement,VD,eco,2003,3
SLC:DF_LAWS(1.0),reglement,VD,educ,2003,6
SLC:DF_LAWS(1.0),reglement,VD,etat,2003,3
SLC:DF_LAWS(1.0),reglement,VD,fin,2003,6
SLC:DF_LAWS(1.0),reglement,VD,sante,2003,5
SLC:DF_LAWS(1.0),reglement,VS,educ,2003,2
SLC:DF_LAWS(1.0),reglement,VS,infra,2003,3
SLC:DF_LAWS(1.0),reglement,ZG,educ,2003,2
SLC:DF_LAWS(1.0),reglement,ZG,etat,2003,1
SLC:DF_LAWS(1.0),reglement,ZH,educ,2003,1
SLC:DF_LAWS(1.0),reglement,ZH,etat,2003,2
SLC:DF_LAWS(1.0),staatsvertrag,BS,infra,2003,2
SLC:DF_LAWS(1.0),verfassung,GR,etat,2003,1
SLC:DF_LAWS(1.0),verfassung,VD,etat,2003,1
SLC:DF_LAWS(1.0),verordnung,AG,autres,2003,2
SLC:DF_LAWS(1.0),verordnung,AG,eco,2003,1
SLC:DF_LAWS(1.0),verordnung,AG,educ,2003,5
SLC:DF_LAWS(1.0),verordnung,AG,etat,2003,1
SLC:DF_LAWS(1.0),verordnung,AG,infra,2003,2
SLC:DF_LAWS(1.0),verordnung,AG,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,AI,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,AR,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,AR,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,AR,educ,2003,3
SLC:DF_LAWS(1.0),verordnung,AR,infra,2003,3
SLC:DF_LAWS(1.0),verordnung,AR,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,BE,autres,2003,4
SLC:DF_LAWS(1.0),verordnung,BE,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,BE,educ,2003,3
SLC:DF_LAWS(1.0),verordnung,BE,etat,2003,1
SLC:DF_LAWS(1.0),verordnung,BE,infra,2003,3
SLC:DF_LAWS(1.0),verordnung,BE,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,BL,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,BL,eco,2003,1
SLC:DF_LAWS(1.0),verordnung,BL,educ,2003,8
SLC:DF_LAWS(1.0),verordnung,BL,etat,2003,4
SLC:DF_LAWS(1.0),verordnung,BL,fin,2003,1
SLC:DF_LAWS(1.0),verordnung,BL,infra,2003,2
SLC:DF_LAWS(1.0),verordnung,BS,autres,2003,3
SLC:DF_LAWS(1.0),verordnung,BS,educ,2003,7
SLC:DF_LAWS(1.0),verordnung,BS,etat,2003,5
SLC:DF_LAWS(1.0),verordnung,BS,infra,2003,2
SLC:DF_LAWS(1.0),verordnung,BS,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,FR,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,FR,eco,2003,7
SLC:DF_LAWS(1.0),verordnung,FR,educ,2003,5
SLC:DF_LAWS(1.0),verordnung,FR,etat,2003,15
SLC:DF_LAWS(1.0),verordnung,FR,infra,2003,8
SLC:DF_LAWS(1.0),verordnung,FR,sante,2003,3
SLC:DF_LAWS(1.0),verordnung,GE,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,GL,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,GL,educ,2003,1
SLC:DF_LAWS(1.0),verordnung,GL,etat,2003,3
SLC:DF_LAWS(1.0),verordnung,GL,fin,2003,1
SLC:DF_LAWS(1.0),verordnung,GL,infra,2003,1
SLC:DF_LAWS(1.0),verordnung,GL,sante,2003,3
SLC:DF_LAWS(1.0),verordnung,GR,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,GR,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,GR,educ,2003,2
SLC:DF_LAWS(1.0),verordnung,GR,etat,2003,3
SLC:DF_LAWS(1.0),verordnung,GR,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,JU,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,JU,educ,2003,2
SLC:DF_LAWS(1.0),verordnung,JU,etat,2003,2
SLC:DF_LAWS(1.0),verordnung,JU,fin,2003,1
SLC:DF_LAWS(1.0),verordnung,JU,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,LU,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,LU,educ,2003,3
SLC:DF_LAWS(1.0),verordnung,LU,etat,2003,8
SLC:DF_LAWS(1.0),verordnung,LU,infra,2003,3
SLC:DF_LAWS(1.0),verordnung,LU,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,NE,autres,2003,2
SLC:DF_LAWS(1.0),verordnung,NE,educ,2003,3
SLC:DF_LAWS(1.0),verordnung,NE,etat,2003,5
SLC:DF_LAWS(1.0),verordnung,NE,infra,2003,1
SLC:DF_LAWS(1.0),verordnung,NE,sante,2003,3
SLC:DF_LAWS(1.0),verordnung,NW,eco,2003,1
SLC:DF_LAWS(1.0),verordnung,NW,educ,2003,3
SLC:DF_LAWS(1.0),verordnung,NW,etat,2003,1
SLC:DF_LAWS(1.0),verordnung,OW,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,OW,eco,2003,1
SLC:DF_LAWS(1.0),verordnung,OW,etat,2003,1
SLC:DF_LAWS(1.0),verordnung,OW,infra,2003,1
SLC:DF_LAWS(1.0),verordnung,OW,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,SG,autres,2003,1
SLC:DF_LAWS(1.0),verordnung,SG,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,SG,educ,2003,5
SLC:DF_LAWS(1.0),verordnung,SG,etat,2003,3
SLC:DF_LAWS(1.0),verordnung,SG,sante,2003,17
SLC:DF_LAWS(1.0),verordnung,SH,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,SH,educ,2003,6
SLC:DF_LAWS(1.0),verordnung,SH,etat,2003,2
SLC:DF_LAWS(1.0),verordnung,SH,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,SO,etat,2003,5
SLC:DF_LAWS(1.0),verordnung,SZ,educ,2003,1
SLC:DF_LAWS(1.0),verordnung,SZ,etat,2003,1
SLC:DF_LAWS(1.0),verordnung,SZ,infra,2003,2
SLC:DF_LAWS(1.0),verordnung,SZ,sante,2003,3
SLC:DF_LAWS(1.0),verordnung,TG,educ,2003,3
SLC:DF_LAWS(1.0),verordnung,TG,etat,2003,15
SLC:DF_LAWS(1.0),verordnung,TG,infra,2003,1
SLC:DF_LAWS(1.0),verordnung,TG,sante,2003,1
SLC:DF_LAWS(1.0),verordnung,TI,eco,2003,2
SLC:DF_LAWS(1.0),verordnung,TI,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,VS,eco,2003,1
SLC:DF_LAWS(1.0),verordnung,VS,fin,2003,2
SLC:DF_LAWS(1.0),verordnung,VS,infra,2003,2
SLC:DF_LAWS(1.0),verordnung,VS,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,ZG,autres,2003,2
SLC:DF_LAWS(1.0),verordnung,ZG,eco,2003,1
SLC:DF_LAWS(1.0),verordnung,ZG,educ,2003,2
SLC:DF_LAWS(1.0),verordnung,ZG,etat,2003,2
SLC:DF_LAWS(1.0),verordnung,ZG,sante,2003,2
SLC:DF_LAWS(1.0),verordnung,ZH,autres,2003,4
SLC:DF_LAWS(1.0),verordnung,ZH,educ,2003,1
SLC:DF_LAWS(1.0),verordnung,ZH,etat,2003,2
SLC:DF_LAWS(1.0),verordnung,ZH,fin,2003,1
SLC:DF_LAWS(1.0),verordnung,ZH,infra,2003,1
SLC:DF_LAWS(1.0),verordnung,ZH,sante,2003,1
SLC:DF_LAWS(1.0),anderes,_T,_T,2003,92
SLC:DF_LAWS(1.0),dekret,_T,_T,2003,65
SLC:DF_LAWS(1.0),gemeindeerlass,_T,_T,2003,7
SLC:DF_LAWS(1.0),gesetz,_T,_T,2003,83
SLC:DF_LAWS(1.0),interkantonale_vereinbarung,_T,_T,2003,107
SLC:DF_LAWS(1.0),reglement,_T,_T,2003,129
SLC:DF_LAWS(1.0),staatsvertrag,_T,_T,2003,2
SLC:DF_LAWS(1.0),verfassung,_T,_T,2003,2
SLC:DF_LAWS(1.0),verordnung,_T,_T,2003,286
SLC:DF_LAWS(1.0),_T,AG,_T,2003,27
SLC:DF_LAWS(1.0),_T,AI,_T,2003,10
SLC:DF_LAWS(1.0),_T,AR,_T,2003,20
SLC:DF_LAWS(1.0),_T,BE,_T,2003,27
SLC:DF_LAWS(1.0),_T,BL,_T,2003,39
SLC:DF_LAWS(1.0),_T,BS,_T,2003,46
SLC:DF_LAWS(1.0),_T,FR,_T,2003,70
SLC:DF_LAWS(1.0),_T,GE,_T,2003,30
SLC:DF_LAWS(1.0),_T,GL,_T,2003,32
SLC:DF_LAWS(1.0),_T,GR,_T,2003,14
SLC:DF_LAWS(1.0),_T,JU,_T,2003,14
SLC:DF_LAWS(1.0),_T,LU,_T,2003,36
SLC:DF_LAWS(1.0),_T,NE,_T,2003,40
SLC:DF_LAWS(1.0),_T,NW,_T,2003,15
SLC:DF_LAWS(1.0),_T,OW,_T,2003,22
SLC:DF_LAWS(1.0),_T,SG,_T,2003,45
SLC:DF_LAWS(1.0),_T,SH,_T,2003,24
SLC:DF_LAWS(1.0),_T,SO,_T,2003,16
SLC:DF_LAWS(1.0),_T,SZ,_T,2003,17
SLC:DF_LAWS(1.0),_T,TG,_T,2003,38
SLC:DF_LAWS(1.0),_T,TI,_T,2003,38
SLC:DF_LAWS(1.0),_T,UR,_T,2003,13
SLC:DF_LAWS(1.0),_T,VD,_T,2003,50
SLC:DF_LAWS(1.0),_T,VS,_T,2003,24
SLC:DF_LAWS(1.0),_T,ZG,_T,2003,36
SLC:DF_LAWS(1.0),_T,ZH,_T,2003,30
SLC:DF_LAWS(1.0),_T,_T,autres,2003,61
SLC:DF_LAWS(1.0),_T,_T,eco,2003,59
SLC:DF_LAWS(1.0),_T,_T,educ,2003,211
SLC:DF_LAWS(1.0),_T,_T,etat,2003,194
SLC:DF_LAWS(1.0),_T,_T,fin,2003,37
SLC:DF_LAWS(1.0),_T,_T,infra,2003,74
SLC:DF_LAWS(1.0),_T,_T,sante,2003,137
SLC:DF_LAWS(1.0),_T,_T,_T,2003,773
SLC:DF_LAWS(1.0),anderes,AG,autres,2004,1
SLC:DF_LAWS(1.0),anderes,AG,etat,2004,2
SLC:DF_LAWS(1.0),anderes,AG,fin,2004,1
SLC:DF_LAWS(1.0),anderes,AR,sante,2004,1
SLC:DF_LAWS(1.0),anderes,BE,educ,2004,1
SLC:DF_LAWS(1.0),anderes,BE,sante,2004,1
SLC:DF_LAWS(1.0),anderes,BL,infra,2004,1
SLC:DF_LAWS(1.0),anderes,BL,sante,2004,1
SLC:DF_LAWS(1.0),anderes,BS,autres,2004,1
SLC:DF_LAWS(1.0),anderes,BS,educ,2004,9
SLC:DF_LAWS(1.0),anderes,BS,sante,2004,2
SLC:DF_LAWS(1.0),anderes,FR,educ,2004,1
SLC:DF_LAWS(1.0),anderes,FR,etat,2004,2
SLC:DF_LAWS(1.0),anderes,GE,autres,2004,1
SLC:DF_LAWS(1.0),anderes,GE,fin,2004,1
SLC:DF_LAWS(1.0),anderes,GE,sante,2004,6
SLC:DF_LAWS(1.0),anderes,GL,educ,2004,1
SLC:DF_LAWS(1.0),anderes,GL,etat,2004,2
SLC:DF_LAWS(1.0),anderes,GL,infra,2004,2
SLC:DF_LAWS(1.0),anderes,GL,sante,2004,2
SLC:DF_LAWS(1.0),anderes,GR,educ,2004,1
SLC:DF_LAWS(1.0),anderes,GR,sante,2004,1
SLC:DF_LAWS(1.0),anderes,JU,sante,2004,1
SLC:DF_LAWS(1.0),anderes,LU,autres,2004,2
SLC:DF_LAWS(1.0),anderes,LU,eco,2004,2
SLC:DF_LAWS(1.0),anderes,LU,etat,2004,3
SLC:DF_LAWS(1.0),anderes,NE,autres,2004,2
SLC:DF_LAWS(1.0),anderes,NE,eco,2004,1
SLC:DF_LAWS(1.0),anderes,NE,educ,2004,3
SLC:DF_LAWS(1.0),anderes,NE,etat,2004,2
SLC:DF_LAWS(1.0),anderes,NE,infra,2004,1
SLC:DF_LAWS(1.0),anderes,NE,sante,2004,4
SLC:DF_LAWS(1.0),anderes,NW,etat,2004,1
SLC:DF_LAWS(1.0),anderes,NW,infra,2004,1
SLC:DF_LAWS(1.0),anderes,NW,sante,2004,1
SLC:DF_LAWS(1.0),anderes,OW,educ,2004,1
SLC:DF_LAWS(1.0),anderes,OW,etat,2004,3
SLC:DF_LAWS(1.0),anderes,OW,infra,2004,3
SLC:DF_LAWS(1.0),anderes,SG,educ,2004,1
SLC:DF_LAWS(1.0),anderes,SH,eco,2004,1
SLC:DF_LAWS(1.0),anderes,SH,etat,2004,1
SLC:DF_LAWS(1.0),anderes,SO,educ,2004,1
SLC:DF_LAWS(1.0),anderes,TG,eco,2004,1
SLC:DF_LAWS(1.0),anderes,TG,infra,2004,1
SLC:DF_LAWS(1.0),anderes,TI,sante,2004,2
SLC:DF_LAWS(1.0),anderes,VD,eco,2004,1
SLC:DF_LAWS(1.0),anderes,VD,etat,2004,2
SLC:DF_LAWS(1.0),anderes,VD,sante,2004,1
SLC:DF_LAWS(1.0),anderes,VS,etat,2004,1
SLC:DF_LAWS(1.0),anderes,VS,infra,2004,2
SLC:DF_LAWS(1.0),anderes,ZG,etat,2004,4
SLC:DF_LAWS(1.0),anderes,ZG,sante,2004,2
SLC:DF_LAWS(1.0),anderes,ZH,educ,2004,13
SLC:DF_LAWS(1.0),anderes,ZH,etat,2004,3
SLC:DF_LAWS(1.0),anderes,ZH,infra,2004,1
SLC:DF_LAWS(1.0),anderes,ZH,sante,2004,2
SLC:DF_LAWS(1.0),dekret,AG,educ,2004,2
SLC:DF_LAWS(1.0),dekret,AG,etat,2004,1
SLC:DF_LAWS(1.0),dekret,AI,autres,2004,2
SLC:DF_LAWS(1.0),dekret,AI,eco,2004,1
SLC:DF_LAWS(1.0),dekret,AI,educ,2004,2
SLC:DF_LAWS(1.0),dekret,AR,infra,2004,1
SLC:DF_LAWS(1.0),dekret,BE,educ,2004,1
SLC:DF_LAWS(1.0),dekret,BE,etat,2004,1
SLC:DF_LAWS(1.0),dekret,BL,etat,2004,1
SLC:DF_LAWS(1.0),dekret,FR,etat,2004,9
SLC:DF_LAWS(1.0),dekret,GL,educ,2004,1
